temperatura,umidade,area,ocupacao,hvac,iluminacao,energia_renovavel,feriado,consumo_energia,ano,mes,dia,hora,fim_de_semana,semana_do_ano,dia_semana_sexta,dia_semana_segunda,dia_semana_sabado,dia_semana_domingo,dia_semana_quinta,dia_semana_terca,dia_semana_quarta,periodo_madrugada,periodo_manha,periodo_noite,periodo_tarde
0.80644226,0.21485245,0.3411355,0.22222222,0.0,0.0,0.011535763,1.0,82.27444,0.0,0.0,0.0,0.43478262,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.34180236,0.0170722,0.60422623,0.6666667,1.0,1.0,0.651661,1.0,73.27867,0.0,0.0,0.0,0.47826087,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.53861165,0.5870856,0.24423587,0.11111111,1.0,0.0,0.7273617,1.0,84.144775,0.0,0.0,0.0,0.5217391,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0051219463,0.3954736,0.80596745,0.22222222,0.0,0.0,0.21290343,1.0,60.02252,0.0,0.0,0.0,0.5652174,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6729946,0.24310982,0.41945887,0.6666667,0.0,0.0,0.40280744,1.0,81.18319,0.0,0.0,0.0,0.6086957,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.20945406,0.8708011,0.1443702,0.8888889,0.0,1.0,0.3636384,0.0,74.08125,0.0,0.0,0.0,0.65217394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9326308,0.8993455,0.6206784,0.0,1.0,1.0,0.51562196,0.0,89.49821,0.0,0.0,0.0,0.6956522,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.37382078,0.40830052,0.4133017,0.11111111,1.0,0.0,0.13131538,1.0,72.872444,0.0,0.0,0.0,0.73913044,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.75233173,0.5727769,0.8321285,1.0,1.0,0.0,0.65698195,0.0,83.899895,0.0,0.0,0.0,0.7826087,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7630613,0.20446348,0.25117433,0.44444445,1.0,1.0,0.2951211,1.0,82.077576,0.0,0.0,0.0,0.826087,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.87051725,0.99875844,0.21086109,1.0,1.0,1.0,0.3904489,1.0,94.23629,0.0,0.0,0.0,0.86956525,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.10945225,0.013422012,0.67695165,0.33333334,0.0,0.0,0.4843524,1.0,59.67238,0.0,0.0,0.0,0.9130435,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.29960203,0.45479107,0.22793067,0.11111111,0.0,0.0,0.14340423,0.0,70.23523,0.0,0.0,0.0,0.95652175,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.47457147,0.90811515,0.2533306,0.6666667,1.0,1.0,0.021819897,0.0,78.39421,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6727786,0.5401145,0.533658,0.8888889,1.0,0.0,0.6200002,0.0,87.841644,0.0,0.0,0.033333335,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.25706458,0.92590034,0.039714575,0.8888889,0.0,1.0,0.2970859,1.0,72.92985,0.0,0.0,0.033333335,0.04347826,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.70101833,0.75523365,0.70111465,1.0,1.0,1.0,0.80259573,0.0,86.66909,0.0,0.0,0.033333335,0.08695652,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6568277,0.44450593,0.12561679,0.7777778,0.0,1.0,0.09802704,0.0,80.41143,0.0,0.0,0.033333335,0.13043478,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1814127,0.8960408,0.28925693,0.33333334,0.0,1.0,0.85141027,1.0,64.2121,0.0,0.0,0.033333335,0.17391305,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3215928,0.53610134,0.6493422,0.22222222,0.0,1.0,0.6096358,0.0,74.16034,0.0,0.0,0.033333335,0.21739131,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8875704,0.059665084,0.8871597,0.5555556,1.0,1.0,0.81653094,1.0,81.04958,0.0,0.0,0.033333335,0.26086956,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0826664,0.7054703,0.09624159,0.11111111,1.0,0.0,0.72962004,0.0,70.308174,0.0,0.0,0.033333335,0.30434784,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.74647164,0.16442418,0.49103582,1.0,1.0,0.0,0.1548498,0.0,82.28439,0.0,0.0,0.033333335,0.3478261,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.061648607,0.672019,0.03596878,0.6666667,0.0,1.0,0.012202109,0.0,59.847393,0.0,0.0,0.033333335,0.39130434,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7313752,0.43134344,0.87646246,0.44444445,1.0,0.0,0.039210297,1.0,82.504036,0.0,0.0,0.033333335,0.43478262,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7424152,0.079417825,0.15479958,1.0,1.0,0.0,0.2723586,1.0,82.78245,0.0,0.0,0.033333335,0.47826087,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40752196,0.80389214,0.8502604,0.7777778,0.0,0.0,0.7027735,1.0,74.67411,0.0,0.0,0.033333335,0.5217391,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9915085,0.77870965,0.9241637,0.0,1.0,0.0,0.86256826,0.0,86.88914,0.0,0.0,0.033333335,0.5652174,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4517827,0.40932298,0.65476465,0.7777778,1.0,0.0,0.054759752,1.0,78.54243,0.0,0.0,0.033333335,0.6086957,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.18929052,0.62155604,0.95895946,0.44444445,1.0,1.0,0.6746321,1.0,77.228455,0.0,0.0,0.033333335,0.65217394,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.35118246,0.74635255,0.5169301,0.7777778,1.0,0.0,0.27584648,1.0,73.73515,0.0,0.0,0.033333335,0.6956522,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7146909,0.43751347,0.29622626,0.8888889,1.0,0.0,0.56712705,1.0,91.84341,0.0,0.0,0.033333335,0.73913044,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.35699654,0.7623812,0.49162817,0.22222222,0.0,0.0,0.8162663,0.0,73.35071,0.0,0.0,0.033333335,0.7826087,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.050907373,0.36398637,0.113777876,0.8888889,0.0,1.0,0.68369,1.0,66.202095,0.0,0.0,0.033333335,0.826087,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.31544304,0.10256612,0.18307817,0.6666667,0.0,1.0,0.52232426,1.0,77.851776,0.0,0.0,0.033333335,0.86956525,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.99893665,0.707127,0.51651406,0.22222222,1.0,0.0,0.5373506,0.0,90.981476,0.0,0.0,0.033333335,0.9130435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.28740406,0.011410713,0.16223276,0.7777778,1.0,1.0,0.44674516,1.0,81.917076,0.0,0.0,0.033333335,0.95652175,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.46144986,0.6351677,0.66588426,0.6666667,0.0,1.0,0.7207764,1.0,70.22462,0.0,0.0,0.033333335,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7351656,0.20843494,0.024499416,0.6666667,0.0,1.0,0.739965,0.0,88.73377,0.0,0.0,0.06666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9437618,0.62873185,0.2336967,0.22222222,0.0,0.0,0.22218038,1.0,76.55502,0.0,0.0,0.06666668,0.04347826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.17480183,0.5182322,0.5145873,0.44444445,0.0,0.0,0.32843515,0.0,62.055054,0.0,0.0,0.06666668,0.08695652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2118535,0.57850206,0.9190948,0.6666667,0.0,0.0,0.17842494,0.0,62.001892,0.0,0.0,0.06666668,0.13043478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.13183832,0.12015712,0.8572104,1.0,1.0,1.0,0.4511955,1.0,80.452126,0.0,0.0,0.06666668,0.17391305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.20810986,0.46148598,0.32526016,0.5555556,0.0,0.0,0.40950322,0.0,64.71822,0.0,0.0,0.06666668,0.21739131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9958172,0.8938247,0.8646784,0.8888889,1.0,0.0,0.1646299,1.0,91.87196,0.0,0.0,0.06666668,0.26086956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2461083,0.50787485,0.90277004,0.6666667,0.0,1.0,0.019039163,0.0,69.69226,0.0,0.0,0.06666668,0.30434784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.10939407,0.7575108,0.89677906,0.7777778,0.0,0.0,0.83451724,0.0,63.850975,0.0,0.0,0.06666668,0.3478261,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.50201035,0.45305884,0.43424404,0.11111111,0.0,0.0,0.072382875,1.0,68.80528,0.0,0.0,0.06666668,0.39130434,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.45577073,0.23447788,0.6893084,0.33333334,0.0,0.0,0.71181595,1.0,76.30131,0.0,0.0,0.06666668,0.43478262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7343869,0.12243557,0.18720043,0.22222222,0.0,1.0,0.5893887,0.0,84.03868,0.0,0.0,0.06666668,0.47826087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6207392,0.3590821,0.038184404,0.11111111,0.0,0.0,0.49311486,0.0,77.67379,0.0,0.0,0.06666668,0.5217391,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.62086606,0.40290332,0.09833884,0.7777778,0.0,0.0,0.05165279,1.0,78.91225,0.0,0.0,0.06666668,0.5652174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.14954925,0.44527388,0.5462854,1.0,0.0,0.0,0.69259584,1.0,64.04243,0.0,0.0,0.06666668,0.6086957,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.53799677,0.7306994,0.3504299,0.0,0.0,0.0,0.92598855,0.0,78.18728,0.0,0.0,0.06666668,0.65217394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.11969733,0.65416896,0.52942526,0.7777778,0.0,1.0,0.5734794,0.0,63.39385,0.0,0.0,0.06666668,0.6956522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.15240455,0.40065646,0.660373,0.8888889,1.0,0.0,0.2559974,0.0,76.10618,0.0,0.0,0.06666668,0.73913044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4498222,0.61987996,0.6314571,1.0,0.0,0.0,0.8241265,1.0,60.144238,0.0,0.0,0.06666668,0.7826087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.42869735,0.23275578,0.8473325,0.6666667,1.0,0.0,0.36545372,0.0,80.19264,0.0,0.0,0.06666668,0.826087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7335582,0.6964452,0.14266825,0.7777778,1.0,1.0,0.9217975,1.0,86.22365,0.0,0.0,0.06666668,0.86956525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.07288003,0.6173202,0.8364736,0.44444445,0.0,1.0,0.31005356,0.0,53.26328,0.0,0.0,0.06666668,0.9130435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.27827692,0.46522963,0.13356078,0.6666667,0.0,0.0,0.6794671,1.0,64.96318,0.0,0.0,0.06666668,0.95652175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16468382,0.8720653,0.1401633,0.8888889,0.0,1.0,0.651104,0.0,66.43892,0.0,0.0,0.06666668,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5077834,0.99006605,0.89766574,0.8888889,0.0,0.0,0.48016652,0.0,75.91391,0.0,0.0,0.10000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5790098,0.12941027,0.8497677,0.7777778,1.0,0.0,0.86350006,1.0,84.19147,0.0,0.0,0.10000001,0.04347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.6384194,0.44335294,0.85153675,0.5555556,1.0,0.0,0.5829802,1.0,75.25176,0.0,0.0,0.10000001,0.08695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.21345925,0.64797616,0.03671372,0.7777778,0.0,1.0,0.11092828,1.0,75.01447,0.0,0.0,0.10000001,0.13043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.41719246,0.39342082,0.19821775,0.6666667,0.0,0.0,0.6163148,0.0,69.365746,0.0,0.0,0.10000001,0.17391305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.46647263,0.4381827,0.31052697,0.0,0.0,1.0,0.76536775,1.0,78.04604,0.0,0.0,0.10000001,0.21739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.08238602,0.7402971,0.77198255,0.7777778,0.0,0.0,0.7244828,1.0,67.48479,0.0,0.0,0.10000001,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.57002354,0.7779051,0.04983139,0.8888889,1.0,0.0,0.8949146,0.0,78.25429,0.0,0.0,0.10000001,0.30434784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.22796392,0.35535324,0.6887436,0.44444445,1.0,1.0,0.6492047,0.0,74.84338,0.0,0.0,0.10000001,0.3478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.035004616,0.7658868,0.14985204,0.8888889,1.0,0.0,0.7030238,0.0,64.641914,0.0,0.0,0.10000001,0.39130434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.96463084,0.4172398,0.417302,0.7777778,1.0,1.0,0.25867862,0.0,89.08843,0.0,0.0,0.10000001,0.43478262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.073969364,0.3120575,0.9071361,0.0,1.0,1.0,0.39684337,0.0,73.15433,0.0,0.0,0.10000001,0.47826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.7303734,0.6202992,0.34804964,0.7777778,0.0,1.0,0.06822863,0.0,72.117096,0.0,0.0,0.10000001,0.5217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5023203,0.60359216,0.71147406,0.7777778,1.0,1.0,0.0018753977,1.0,76.721565,0.0,0.0,0.10000001,0.5652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.09193611,0.5398227,0.6193681,0.7777778,0.0,1.0,0.5601731,1.0,65.97246,0.0,0.0,0.10000001,0.6086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.52365875,0.43609452,0.6016197,0.33333334,0.0,0.0,0.0062853387,1.0,61.53671,0.0,0.0,0.10000001,0.65217394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.43384743,0.58057344,0.10214722,0.8888889,0.0,0.0,0.04371648,1.0,77.384476,0.0,0.0,0.10000001,0.6956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.54774714,0.8448341,0.4079827,0.7777778,1.0,0.0,0.7719758,1.0,76.07662,0.0,0.0,0.10000001,0.73913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.9350822,0.029025555,0.044547558,0.11111111,0.0,0.0,0.9149325,1.0,74.867874,0.0,0.0,0.10000001,0.7826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.99517894,0.4142903,0.679621,0.44444445,0.0,1.0,0.46552575,1.0,86.28935,0.0,0.0,0.10000001,0.826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6621506,0.2575097,0.36092353,0.6666667,0.0,0.0,0.9078402,0.0,83.87526,0.0,0.0,0.10000001,0.86956525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.35368848,0.15086675,0.7121469,0.8888889,0.0,0.0,0.9769138,1.0,83.458046,0.0,0.0,0.10000001,0.9130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.43879104,0.76847386,0.9827925,0.8888889,1.0,1.0,0.6836424,0.0,81.996826,0.0,0.0,0.10000001,0.95652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.7754493,0.32825077,0.35506094,0.8888889,1.0,0.0,0.22821164,1.0,86.64692,0.0,0.0,0.10000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.6284931,0.35691726,0.38401628,0.33333334,1.0,1.0,0.3240094,1.0,75.98238,0.0,0.0,0.13333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.09732127,0.9381213,0.17906857,1.0,0.0,0.0,0.28608477,0.0,70.71436,0.0,0.0,0.13333334,0.04347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.65140915,0.95618415,0.38939214,0.8888889,0.0,0.0,0.86545044,0.0,81.74553,0.0,0.0,0.13333334,0.08695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.96872115,0.13299549,0.4191717,0.5555556,1.0,1.0,0.39846548,1.0,85.182556,0.0,0.0,0.13333334,0.13043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.23640585,0.8136411,0.1666739,1.0,1.0,0.0,0.8358078,1.0,75.290405,0.0,0.0,0.13333334,0.17391305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.3923161,0.789894,0.19279063,1.0,1.0,1.0,0.21731868,0.0,85.18198,0.0,0.0,0.13333334,0.21739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.08198166,0.30660057,0.573303,1.0,1.0,1.0,0.9223082,0.0,72.76704,0.0,0.0,0.13333334,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.82352686,0.82410467,0.4193511,0.5555556,0.0,1.0,0.7137239,0.0,81.81978,0.0,0.0,0.13333334,0.30434784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.28899693,0.8045621,0.3641516,0.6666667,1.0,1.0,0.3599137,1.0,78.64588,0.0,0.0,0.13333334,0.3478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.16338706,0.9813757,0.2577206,0.0,0.0,1.0,0.9964082,0.0,66.951614,0.0,0.0,0.13333334,0.39130434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.16252303,0.68307114,0.8886603,0.44444445,0.0,0.0,0.18913865,0.0,71.17906,0.0,0.0,0.13333334,0.43478262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.2774539,0.9536308,0.22592592,0.11111111,0.0,0.0,0.8412729,0.0,63.86191,0.0,0.0,0.13333334,0.47826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.006311655,0.80100584,0.4575945,0.5555556,1.0,1.0,0.15605421,1.0,61.130943,0.0,0.0,0.13333334,0.5217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.7486651,0.28372788,0.12959397,0.22222222,0.0,1.0,0.29390106,1.0,79.72429,0.0,0.0,0.13333334,0.5652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.85381794,0.66603684,0.51189697,0.44444445,0.0,1.0,0.3271879,1.0,81.89399,0.0,0.0,0.13333334,0.6086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.92576957,0.27270257,0.29361713,0.11111111,0.0,1.0,0.7061839,0.0,85.360405,0.0,0.0,0.13333334,0.65217394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.30165696,0.59626245,0.6106045,0.8888889,1.0,0.0,0.93619674,1.0,77.77647,0.0,0.0,0.13333334,0.6956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.4737954,0.26726675,0.896904,0.22222222,1.0,1.0,0.77527565,0.0,87.748,0.0,0.0,0.13333334,0.73913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.74021745,0.100678205,0.23695898,0.5555556,0.0,0.0,0.4737496,1.0,72.39601,0.0,0.0,0.13333334,0.7826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
