consumo_energia,temperatura,consumo_medio_por_faixa_temp,hvac,hvac_eficiencia_media_dia,hvac_eficiencia_media_hora,hvac_eficiencia_media_temp,ocupacao,eficiencia_media_por_metro_quadrado_temp,consumo_energia_medio_hora,conforto_termico,consumo_medio_por_dia,kwh_medio_dia_por_pessoa,kwh_medio_hora_por_pessoa,umidade,iluminacao,iluminacao_eficiencia_media_dia,dia_semana_sabado,energia_renovavel
59.847393,20.6235,72.43486,0,0.0,0.0,0.0,6,0.06988663,74.39843,35.38427,76.88139,12.813565,12.399738,50.145035,1,0.0130070485,0,0.37220126
82.504036,27.314812,82.163315,1,0.0130070485,0.012783938,0.012170882,4,0.043785166,78.22316,35.125435,76.88139,19.220348,19.55579,42.936054,0,0.0,0,1.1813312
82.78245,27.425114,82.163315,1,0.0130070485,0.0129859345,0.012170882,9,0.0711229,77.00639,29.90995,76.88139,8.542377,8.556266,32.394787,0,0.0,0,8.166147
74.67411,24.079159,72.43486,0,0.0,0.0,0.0,7,0.039147165,77.27699,39.087105,76.88139,10.983056,11.039571,54.095047,0,0.0,0,21.060814
86.88914,29.91383,82.163315,1,0.0130070485,0.013100545,0.012170882,0,0.042700294,76.3327,41.62729,76.88139,0.0,0.0,53.34075,0,0.0,0,25.848055
78.54243,24.521374,72.43486,1,0.0130070485,0.013117557,0.013805508,7,0.04376914,76.2337,33.398926,76.88139,10.983056,10.890529,42.276474,0,0.0,0,1.6471723
77.228455,21.898785,72.43486,1,0.0130070485,0.012883414,0.013805508,4,0.036976114,77.61918,35.26615,76.88139,19.220348,19.404795,48.633514,1,0.0130070485,0,20.217733
73.73515,23.516264,72.43486,1,0.0130070485,0.013109584,0.013805508,7,0.047743447,76.28007,37.943913,76.88139,10.983056,10.897153,52.37156,0,0.0,0,8.270639
91.84341,27.148117,82.163315,1,0.0130070485,0.012779063,0.012170882,8,0.06336917,78.253,35.13449,76.88139,9.610174,9.781625,43.120865,0,0.0,0,16.997025
73.35071,23.574354,72.43486,0,0.0,0.0,0.0,2,0.04855274,75.18646,38.21301,76.88139,38.440697,37.59323,52.851665,0,0.0,0,24.460909
66.202095,20.516186,72.43486,0,0.0,0.0,0.0,8,0.065008886,78.61429,30.717342,76.88139,9.610174,9.826786,40.9185,1,0.0130070485,0,20.489098
77.851776,23.15919,72.43486,0,0.0,0.0,0.0,6,0.061204266,77.87319,28.123669,76.88139,12.813565,12.978866,33.08815,1,0.0130070485,0,15.654792
90.981476,29.988047,82.163315,1,0.0130070485,0.013091288,0.012170882,2,0.05417054,76.38668,40.59234,76.88139,38.440697,38.19334,51.19663,0,0.0,0,16.10496
81.917076,22.87905,72.43486,1,0.0130070485,0.01263434,0.013805508,7,0.06230102,79.14937,26.618404,76.88139,10.983056,11.307053,30.357761,1,0.0130070485,0,13.390539
70.22462,24.617958,72.43486,0,0.0,0.0,0.0,6,0.043477166,76.426125,36.82959,76.88139,12.813565,12.737687,49.041225,1,0.0130070485,0,21.600155
88.73377,27.35268,82.163315,0,0.0,0.0,0.0,6,0.08015941,77.9865,31.805965,76.06431,12.677384,12.99775,36.25925,1,0.01314677,0,22.175022
76.55502,29.436789,82.163315,0,0.0,0.0,0.0,2,0.066578306,79.2671,39.14262,76.06431,38.032154,39.63355,48.84845,0,0.0,0,6.6628747
62.055054,21.754026,72.43486,0,0.0,0.0,0.0,4,0.04781725,75.54592,33.646336,76.06431,19.016077,18.88648,45.538643,0,0.0,0,9.8461275
62.001892,22.124214,72.43486,0,0.0,0.0,0.0,6,0.03774379,76.23531,34.734062,76.06431,12.677384,12.705886,47.343914,0,0.0,0,5.352019
80.452126,21.324776,72.43486,1,0.01314677,0.012967306,0.013805508,9,0.039000753,77.11702,27.469915,76.06431,8.45159,8.568558,33.615055,1,0.01314677,0,13.523867
64.71822,22.086811,72.43486,0,0.0,0.0,0.0,5,0.054643065,76.34572,32.962864,76.06431,15.212862,15.269144,43.838917,0,0.0,0,12.27482
91.87196,29.956879,82.163315,1,0.01314677,0.012831094,0.012170882,8,0.044061717,77.93568,43.37284,76.06431,9.5080385,9.74196,56.788807,0,0.0,0,4.938738
69.69226,22.466457,72.43486,0,0.0,0.0,0.0,6,0.038067434,76.30863,33.847435,76.06431,12.677384,12.718105,45.22841,1,0.01314677,0,0.5770304
63.850975,21.100533,72.43486,0,0.0,0.0,0.0,7,0.038187604,77.38033,36.903156,76.06431,10.86633,11.054334,52.70578,0,0.0,0,25.007683
68.80528,25.023203,82.163315,0,0.0,0.0,0.0,1,0.05727557,74.39843,34.30485,76.06431,76.06431,74.39843,43.5865,0,0.0,0,2.1751378
76.30131,24.561218,72.43486,0,0.0,0.0,0.0,3,0.04287468,78.22316,30.800268,76.06431,25.354769,26.074387,37.039318,0,0.0,0,21.331713
84.03868,27.344902,82.163315,0,0.0,0.0,0.0,2,0.06918353,77.00639,30.514101,76.06431,38.032154,38.503197,33.6833,1,0.01314677,0,17.663954
77.67379,26.209435,82.163315,0,0.0,0.0,0.0,1,0.079103835,77.27699,33.490517,76.06431,76.06431,77.27699,40.771603,0,0.0,0,14.779715
78.91225,26.210703,82.163315,0,0.0,0.0,0.0,7,0.07477554,76.3327,34.14744,76.06431,10.86633,10.904672,42.084183,0,0.0,0,1.5540918
64.04243,21.501726,72.43486,0,0.0,0.0,0.0,9,0.04683768,76.2337,32.42752,76.06431,8.45159,8.470411,43.353313,0,0.0,0,20.755903
78.18728,25.382746,82.163315,0,0.0,0.0,0.0,0,0.060827624,77.61918,38.642723,76.06431,0.0,0.0,51.9027,0,0.0,0,27.748043
63.39385,21.203472,72.43486,0,0.0,0.0,0.0,7,0.04735366,76.28007,35.40692,76.06431,10.86633,10.897153,49.61037,1,0.01314677,0,17.187332
76.10618,21.530254,72.43486,1,0.01314677,0.012779063,0.013805508,8,0.04362139,78.253,31.77357,76.06431,9.5080385,9.781625,42.016884,0,0.0,0,7.675987
60.144238,24.501785,72.43486,0,0.0,0.0,0.0,9,0.044394042,75.18646,36.54255,76.06431,8.45159,8.354052,48.58331,0,0.0,0,24.696388
80.19264,24.290724,72.43486,1,0.01314677,0.012720334,0.013805508,6,0.039209176,78.61429,30.639229,76.06431,12.677384,13.102382,36.987736,0,0.0,0,10.955155
86.22365,27.33662,82.163315,1,0.01314677,0.0128413895,0.012170882,7,0.0718773,77.87319,39.10665,76.06431,10.86633,11.124742,50.87668,1,0.01314677,0,27.622484
53.26328,20.735716,72.43486,0,0.0,0.0,0.0,4,0.03944088,76.38668,34.621178,76.06431,19.016077,19.09667,48.506638,1,0.01314677,0,9.295439
64.96318,22.787859,72.43486,0,0.0,0.0,0.0,6,0.06387539,79.14937,33.369453,76.06431,12.677384,13.191562,43.95105,0,0.0,0,20.362583
66.43892,21.652937,72.43486,0,0.0,0.0,0.0,8,0.06350584,76.426125,38.894993,76.06431,9.5080385,9.553266,56.137047,1,0.01314677,0,19.512861
75.91391,25.080881,82.163315,0,0.0,0.0,0.0,8,0.04329621,77.9865,42.37621,77.38481,9.673101,9.748313,59.671535,0,0.0,0,14.3918
84.19147,25.792511,82.163315,1,0.012922432,0.0126155745,0.012170882,7,0.044416696,79.2671,29.842363,77.38481,11.054973,11.323871,33.892216,0,0.0,0,25.875969
75.25176,26.38608,82.163315,1,0.012922432,0.013236982,0.012170882,5,0.04437428,75.54592,34.840927,77.38481,15.476962,15.109184,43.295776,0,0.0,0,17.471964
75.01447,22.140257,72.43486,0,0.0,0.0,0.0,7,0.06983646,76.23531,35.782566,77.38481,11.054973,10.890759,49.424877,1,0.012922432,0,3.3299077
69.365746,24.175777,72.43486,0,0.0,0.0,0.0,6,0.060431615,77.11702,32.987965,77.38481,12.897469,12.852837,41.80015,0,0.0,0,18.470625
78.04604,24.668142,72.43486,0,0.0,0.0,0.0,0,0.055256885,76.34572,33.904526,77.38481,0.0,0.0,43.14091,1,0.012922432,0,22.936054
67.48479,20.830692,72.43486,0,0.0,0.0,0.0,7,0.040875483,77.93568,36.510437,77.38481,11.054973,11.133668,52.190178,0,0.0,0,21.711195
78.25429,25.702728,82.163315,1,0.012922432,0.013104677,0.012170882,8,0.07822711,76.30863,39.50969,77.38481,9.673101,9.538579,53.316654,0,0.0,0,26.817108
74.84338,22.285175,72.43486,1,0.012922432,0.01292318,0.013805508,4,0.04288901,77.38033,31.472544,77.38481,19.346203,19.345083,40.659912,1,0.012922432,0,19.455961
64.641914,20.357298,72.43486,1,0.012922432,0.013441144,0.013805508,8,0.06297122,74.39843,36.656982,77.38481,9.673101,9.299804,52.95667,0,0.0,0,21.068312
89.08843,29.645292,82.163315,1,0.012922432,0.012783938,0.012170882,7,0.057959724,78.22316,36.07945,77.38481,11.054973,11.174737,42.513607,1,0.012922432,0,7.7563133
73.15433,20.7466,72.43486,1,0.012922432,0.0129859345,0.013805508,0,0.037980333,77.00639,30.054832,77.38481,0.0,0.0,39.363068,1,0.012922432,0,11.895548
72.117096,27.304802,82.163315,0,0.0,0.0,0.0,7,0.060934942,77.27699,37.950333,77.38481,11.054973,11.039571,48.595867,1,0.012922432,0,2.0506823
76.721565,25.026299,82.163315,1,0.012922432,0.013100545,0.012170882,7,0.048003543,76.3327,36.560867,77.38481,11.054973,10.904672,48.09544,1,0.012922432,0,0.06282656
65.97246,20.926107,72.43486,0,0.0,0.0,0.0,7,0.04472524,76.2337,33.555725,77.38481,11.054973,10.890529,46.185345,1,0.012922432,0,16.788692
61.53671,25.239494,82.163315,0,0.0,0.0,0.0,3,0.051293943,77.61918,34.158928,77.38481,25.794937,25.87306,43.078365,0,0.0,0,0.1949426
77.384476,24.34218,72.43486,0,0.0,0.0,0.0,8,0.06569426,76.28007,35.87407,77.38481,9.673101,9.535008,47.405956,0,0.0,0,1.3163304
76.07662,25.480164,82.163315,1,0.012922432,0.012779063,0.012170882,7,0.058343068,78.253,40.400772,77.38481,11.054973,11.179,55.321384,0,0.0,0,23.134024
74.867874,29.350069,82.163315,0,0.0,0.0,0.0,1,0.07862244,75.18646,30.117725,77.38481,77.38481,75.18646,30.88538,0,0.0,0,27.416817
86.28935,29.950502,82.163315,0,0.0,0.0,0.0,4,0.048913337,78.61429,36.18788,77.38481,19.346203,19.653572,42.42526,1,0.012922432,0,13.953181
83.87526,26.62318,82.163315,0,0.0,0.0,0.0,6,0.060358956,77.87319,32.176186,77.38481,12.897469,12.978866,37.72919,0,0.0,0,27.204342
83.458046,23.541304,72.43486,0,0.0,0.0,0.0,8,0.04230312,76.38668,29.038105,77.38481,9.673101,9.548335,34.534904,0,0.0,0,29.273697
81.996826,24.391571,72.43486,1,0.012922432,0.01263434,0.013805508,8,0.0365319,79.14937,38.712868,77.38481,9.673101,9.893671,53.03416,1,0.012922432,0,20.48767
86.64692,27.75516,82.163315,1,0.012922432,0.013084531,0.012170882,8,0.0606199,76.426125,33.801632,77.38481,9.673101,9.553266,39.848106,0,0.0,0,6.843563
75.98238,26.286905,82.163315,1,0.0131059475,0.012822731,0.012170882,3,0.05935261,77.9865,33.49683,76.30124,25.433746,25.9955,40.706757,1,0.0131059475,0,9.713537
70.71436,20.97991,72.43486,0,0.0,0.0,0.0,9,0.061412215,79.2671,39.547768,76.30124,8.477916,8.807455,58.115627,0,0.0,0,8.577366
81.74553,26.515862,82.163315,0,0.0,0.0,0.0,8,0.059123132,75.54592,42.586266,76.30124,9.537655,9.44324,58.656666,0,0.0,0,25.9344
85.182556,29.68616,82.163315,1,0.0131059475,0.013117281,0.012170882,5,0.05788342,76.23531,31.84288,76.30124,15.260248,15.247063,33.999603,1,0.0131059475,0,11.944144
75.290405,22.36952,72.43486,1,0.0131059475,0.012967306,0.013805508,9,0.06206407,77.11702,38.37829,76.30124,8.477916,8.568558,54.38706,0,0.0,0,25.046347
85.18198,23.927237,72.43486,1,0.0131059475,0.013098312,0.013805508,9,0.060706332,76.34572,38.8015,76.30124,8.477916,8.482858,53.67576,1,0.0131059475,0,6.5172243
72.76704,20.826653,72.43486,1,0.0131059475,0.012831094,0.013805508,9,0.046033893,77.93568,30.013134,76.30124,8.477916,8.659519,39.199615,1,0.0131059475,0,27.637785
81.81978,28.235508,82.163315,0,0.0,0.0,0.0,5,0.057876106,76.30863,41.46799,76.30124,15.260248,15.261726,54.700474,1,0.0131059475,0,21.388872
78.64588,22.894962,72.43486,1,0.0131059475,0.01292318,0.013805508,6,0.053086404,77.38033,38.50504,76.30124,12.716873,12.896722,54.115116,1,0.0131059475,0,10.789184
66.951614,21.63998,72.43486,0,0.0,0.0,0.0,0,0.05757496,74.39843,40.525604,76.30124,0.0,0.0,59.411232,1,0.0131059475,0,29.857723
71.17906,21.63135,72.43486,0,0.0,0.0,0.0,4,0.03835167,78.22316,36.053715,76.30124,19.07531,19.55579,50.47608,0,0.0,0,5.6729875
63.86191,22.779636,72.43486,0,0.0,0.0,0.0,1,0.05906691,77.00639,40.67991,76.30124,76.30124,77.00639,58.580185,0,0.0,0,25.210073
61.130943,20.070625,72.43486,1,0.0131059475,0.012940462,0.013805508,5,0.049685597,77.27699,37.03961,76.30124,15.260248,15.455399,54.008595,1,0.0131059475,0,4.6818213
79.72429,27.487556,82.163315,0,0.0,0.0,0.0,2,0.072708465,76.3327,33.00103,76.30124,38.15062,38.16635,38.514507,1,0.0131059475,0,8.811531
81.89399,28.538149,82.163315,0,0.0,0.0,0.0,4,0.054335855,76.2337,39.252,76.30124,19.07531,19.058426,49.96585,1,0.0131059475,0,9.808762
85.360405,29.257025,82.163315,0,0.0,0.0,0.0,1,0.06349688,77.61918,33.720646,76.30124,76.30124,77.61918,38.184265,1,0.0131059475,0,21.162985
77.77647,23.02145,72.43486,1,0.0131059475,0.013109584,0.013805508,8,0.044968437,76.28007,35.44867,76.30124,9.537655,9.535008,47.875893,0,0.0,0,28.053867
87.748,24.741304,72.43486,1,0.0131059475,0.012779063,0.013805508,2,0.03818509,78.253,31.381374,76.30124,38.15062,39.1265,38.021446,1,0.0131059475,0,23.232882
72.39601,27.403154,82.163315,0,0.0,0.0,0.0,5,0.06640287,75.18646,30.217377,76.30124,15.260248,15.0372925,33.0316,0,0.0,0,14.199557
69.569016,26.506372,82.163315,0,0.0,0.0,0.0,3,0.06318101,78.61429,41.337,76.30124,25.433746,26.204763,56.16763,0,0.0,0,12.832199
73.25221,22.676178,72.43486,0,0.0,0.0,0.0,6,0.06976597,77.87319,34.968563,76.30124,12.716873,12.978866,47.26095,0,0.0,0,20.966305
75.8144,23.892714,72.43486,0,0.0,0.0,0.0,9,0.038377367,76.38668,36.643898,76.30124,8.477916,8.487409,49.39508,0,0.0,0,3.0707092
86.53487,29.052408,82.163315,0,0.0,0.0,0.0,8,0.06724519,79.14937,34.068542,76.30124,9.537655,9.893671,39.08468,0,0.0,0,7.3740005
81.19094,27.308422,82.163315,0,0.0,0.0,0.0,8,0.066281036,76.426125,42.937927,76.30124,9.537655,9.553266,58.567436,1,0.0131059475,0,22.210966
76.936455,20.76246,72.43486,1,0.013135894,0.012822731,0.013805508,4,0.041724794,77.9865,25.633038,76.12729,19.031822,19.496626,30.503616,0,0.0,0,8.830312
64.59534,22.062782,72.43486,0,0.0,0.0,0.0,1,0.060143266,79.2671,39.815773,76.12729,76.12729,79.2671,57.568768,0,0.0,0,5.3643193
81.10902,28.883184,82.163315,0,0.0,0.0,0.0,9,0.051350422,75.54592,34.260925,76.12729,8.458588,8.393991,39.638668,1,0.013135894,0,5.8711643
70.257744,24.12705,72.43486,1,0.013135894,0.013117281,0.013805508,3,0.06096676,76.23531,36.045544,76.12729,25.375763,25.411772,47.964035,1,0.013135894,0,27.944935
65.98142,22.04511,72.43486,1,0.013135894,0.012967306,0.013805508,0,0.041747265,77.11702,27.684685,76.12729,0.0,0.0,33.324257,1,0.013135894,0,14.780811
76.19515,23.469315,72.43486,1,0.013135894,0.013098312,0.013805508,4,0.039303333,76.34572,27.32716,76.12729,19.031822,19.08643,31.185003,1,0.013135894,0,4.0666595
72.16382,24.121988,72.43486,0,0.0,0.0,0.0,1,0.04425558,77.93568,30.173653,76.12729,76.12729,77.93568,36.22532,0,0.0,0,11.777568
74.118095,27.552845,82.163315,0,0.0,0.0,0.0,3,0.07656873,76.30863,31.045513,76.12729,25.375763,25.43621,34.53818,0,0.0,0,17.60057
73.92815,21.330841,72.43486,1,0.013135894,0.01292318,0.013805508,2,0.04771728,77.38033,29.139256,76.12729,38.063644,38.690166,36.94767,0,0.0,0,9.506523
80.511665,28.548212,82.163315,1,0.013135894,0.013441144,0.012170882,3,0.07490793,74.39843,31.601524,76.12729,25.375763,24.799477,34.65484,0,0.0,0,22.825422
68.56409,23.798082,72.43486,0,0.0,0.0,0.0,2,0.06362995,78.22316,41.577686,76.12729,38.063644,39.11158,59.35729,1,0.013135894,0,24.21653
71.4276,24.76878,72.43486,0,0.0,0.0,0.0,4,0.06736612,77.00639,35.495235,76.12729,19.031822,19.251598,46.22169,1,0.013135894,0,17.881958
64.076965,21.301537,72.43486,1,0.013135894,0.012940462,0.013805508,0,0.037628505,77.27699,36.701523,76.12729,0.0,0.0,52.10151,0,0.0,0,24.401684
57.484444,22.721973,72.43486,0,0.0,0.0,0.0,1,0.0589113,76.3327,29.310808,76.12729,76.12729,76.3327,35.899643,1,0.013135894,0,7.759618
82.59777,29.45838,82.163315,0,0.0,0.0,0.0,9,0.04764206,76.2337,42.930916,76.12729,8.458588,8.470411,56.40345,0,0.0,0,1.39999
77.51805,24.743555,72.43486,0,0.0,0.0,0.0,2,0.057822503,77.61918,34.01154,76.12729,38.063644,38.80959,43.279526,0,0.0,0,26.163305
71.01714,21.524265,72.43486,0,0.0,0.0,0.0,7,0.052424595,76.28007,27.389757,76.12729,10.875327,10.897153,33.25525,0,0.0,0,11.549039
64.697914,25.521471,82.163315,0,0.0,0.0,0.0,0,0.06316834,78.253,36.89863,76.12729,0.0,0.0,48.275784,0,0.0,0,10.146023
76.30888,26.206692,82.163315,1,0.013135894,0.013300267,0.012170882,9,0.049521387,75.18646,36.319107,76.12729,8.458588,8.354052,46.43152,0,0.0,0,10.59393
80.003845,28.490267,82.163315,0,0.0,0.0,0.0,0,0.04453834,78.61429,36.497154,76.12729,0.0,0.0,44.50404,1,0.013135894,0,29.350105
72.10407,24.285688,72.43486,0,0.0,0.0,0.0,3,0.06062113,77.87319,31.987122,76.12729,25.375763,25.957731,39.688557,0,0.0,0,23.389267
93.78947,29.58087,82.163315,1,0.013135894,0.013091288,0.012170882,6,0.05868563,76.38668,37.49903,76.12729,12.687881,12.731113,45.41719,0,0.0,0,28.049398
78.13896,21.956903,72.43486,1,0.013135894,0.01263434,0.013805508,7,0.047650047,79.14937,33.870014,76.12729,10.875327,11.307053,45.783123,1,0.013135894,0,28.46248
87.324486,25.165894,82.163315,1,0.013135894,0.013084531,0.012170882,3,0.054049972,76.426125,32.38501,76.12729,25.375763,25.475374,39.604126,1,0.013135894,0,2.933334
74.17905,24.015942,72.43486,0,0.0,0.0,0.0,3,0.046187356,77.9865,35.97824,77.80417,25.934723,25.9955,47.940536,0,0.0,0,14.993836
69.91514,22.788164,72.43486,0,0.0,0.0,0.0,0,0.042336065,79.2671,28.43312,77.80417,0.0,0.0,34.078075,1,0.012852781,0,17.94625
91.59435,26.040895,82.163315,1,0.012852781,0.013236982,0.012170882,8,0.05498569,75.54592,36.789562,77.80417,9.725521,9.44324,47.53823,1,0.012852781,0,11.359953
76.138954,20.796724,72.43486,0,0.0,0.0,0.0,5,0.0559576,76.23531,27.604042,77.80417,15.560834,15.247063,34.411358,0,0.0,0,26.349524
70.97691,24.951479,72.43486,1,0.012852781,0.012967306,0.013805508,9,0.04505359,77.11702,30.317257,77.80417,8.644908,8.568558,35.683033,1,0.012852781,0,19.996572
79.43394,24.74072,72.43486,1,0.012852781,0.013098312,0.013805508,4,0.047390074,76.34572,35.43731,77.80417,19.451042,19.08643,46.1339,1,0.012852781,0,26.284412
77.65217,27.358055,82.163315,0,0.0,0.0,0.0,3,0.077941135,77.93568,31.76048,77.80417,25.934723,25.97856,36.162907,1,0.012852781,0,27.755802
74.1161,22.934563,72.43486,1,0.012852781,0.013104677,0.013805508,3,0.06694644,76.30863,28.475698,77.80417,25.934723,25.43621,34.016834,1,0.012852781,0,9.559638
67.63764,22.170889,72.43486,0,0.0,0.0,0.0,4,0.054183267,77.38033,31.635757,77.80417,19.451042,19.345083,41.100628,1,0.012852781,0,18.726305
72.590225,22.055805,72.43486,1,0.012852781,0.013441144,0.013805508,6,0.055125143,74.39843,34.683037,77.80417,12.967361,12.399738,47.310272,1,0.012852781,0,29.559721
85.12073,29.820503,82.163315,0,0.0,0.0,0.0,6,0.049562715,78.22316,33.426476,77.80417,12.967361,13.037193,37.032448,1,0.012852781,0,28.83562
76.92758,24.529238,72.43486,1,0.012852781,0.0129859345,0.013805508,0,0.045615908,77.00639,32.009342,77.80417,0.0,0.0,39.48945,0,0.0,0,15.923691
82.96294,29.58685,82.163315,1,0.012852781,0.012940462,0.012170882,1,0.0512076,77.27699,41.731083,77.80417,77.80417,77.27699,53.875317,0,0.0,0,25.676819
77.220085,28.961065,82.163315,1,0.012852781,0.013100545,0.012170882,0,0.04870843,76.3327,36.422306,77.80417,0.0,0.0,43.883545,1,0.012852781,0,6.3224726
71.131065,24.409071,72.43486,0,0.0,0.0,0.0,3,0.055234063,76.2337,33.86246,77.80417,25.934723,25.411234,43.31585,0,0.0,0,20.391466
69.272224,24.09962,72.43486,0,0.0,0.0,0.0,2,0.041433107,77.61918,34.59117,77.80417,38.902084,38.80959,45.08272,1,0.012852781,0,27.237457
82.23685,26.609642,82.163315,0,0.0,0.0,0.0,7,0.04573727,76.28007,43.168602,77.80417,11.1148815,10.897153,59.727566,1,0.012852781,0,13.965053
