temperatura,umidade,area,ocupacao,hvac,iluminacao,energia_renovavel,feriado,consumo_energia,mes,dia,hora,fim_de_semana,semana_do_ano,dia_semana_sexta,dia_semana_segunda,dia_semana_sabado,dia_semana_domingo,dia_semana_quinta,dia_semana_terca,dia_semana_quarta,periodo_madrugada,periodo_manha,periodo_noite,periodo_tarde,eficiencia_por_metro_quadrado,kwh_por_pessoa,hvac_eficiencia,iluminacao_eficiencia,percentual_renovavel,conforto_termico
21.898785,48.633514,1958.9635,4,1,1,20.217733,1,77.228455,1,2,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0.03942312,19.307114,0.012948595,0.012948595,26.179127,35.26615
23.516264,52.37156,1517.1686,7,1,0,8.270639,1,73.73515,1,2,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0.048600502,10.533593,0.0135620525,0.0,11.216684,37.943913
27.148117,43.120865,1296.5818,8,1,0,16.997025,1,91.84341,1,2,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0.070835024,11.480426,0.010888098,0.0,18.506527,35.13449
23.574354,52.851665,1491.88,2,0,0,24.460909,0,73.35071,1,2,18,1,1,0,0,0,1,0,0,0,0,0,1,0,0.049166627,36.675354,0.0,0.0,33.347885,38.21301
20.516186,40.9185,1114.2301,8,0,1,20.489098,1,66.202095,1,2,19,1,1,0,0,0,1,0,0,0,0,0,1,0,0.059415102,8.275262,0.0,0.015105262,30.949318,30.717342
23.15919,33.08815,1183.4937,6,0,1,15.654792,1,77.851776,1,2,20,1,1,0,0,0,1,0,0,0,0,0,1,0,0.06578132,12.975296,0.0,0.012844922,20.108458,28.123669
29.988047,51.19663,1516.7527,2,1,0,16.10496,0,90.981476,1,2,21,1,1,0,0,0,1,0,0,0,0,0,1,0,0.059984386,45.490738,0.010991248,0.0,17.70136,40.59234
22.87905,30.357761,1162.6593,7,1,1,13.390539,1,81.917076,1,2,22,1,1,0,0,0,1,0,0,0,0,0,1,0,0.07045665,11.702439,0.012207467,0.012207467,16.346457,26.618404
24.617958,49.041225,1666.0437,6,0,1,21.600155,1,70.22462,1,2,23,1,1,0,0,0,1,0,0,0,1,0,0,0,0.042150524,11.7041025,0.0,0.014240021,30.758663,36.82959
27.35268,36.25925,1024.999,6,0,1,22.175022,0,88.73377,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.086569615,14.788962,0.0,0.011269666,24.990509,31.805965
29.436789,48.84845,1234.0853,2,0,0,6.6628747,1,76.55502,1,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.062033817,38.27751,0.0,0.0,8.70338,39.14262
21.754026,45.538643,1514.827,4,0,0,9.8461275,0,62.055054,1,3,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0.04096511,15.513763,0.0,0.0,15.866762,33.646336
22.124214,47.343914,1919.12,6,0,0,5.352019,0,62.001892,1,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0.03230746,10.333649,0.0,0.0,8.632025,34.734062
21.324776,33.615055,1857.2683,9,1,1,13.523867,1,80.452126,1,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0.04331745,8.939125,0.012429752,0.012429752,16.809832,27.469915
22.086811,43.838917,1325.6002,5,0,0,12.27482,0,64.71822,1,3,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0.048821826,12.943645,0.0,0.0,18.96656,32.962864
29.956879,56.788807,1864.7324,8,1,0,4.938738,1,91.87196,1,3,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0.049268175,11.483995,0.010884713,0.0,5.3756747,43.37284
22.466457,45.22841,1902.8038,6,0,1,0.5770304,0,69.69226,1,3,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0.03662609,11.615376,0.0,0.014348796,0.82796913,33.847435
21.100533,52.70578,1896.816,7,0,0,25.007683,0,63.850975,1,3,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0.033662185,9.121568,0.0,0.0,39.165703,36.903156
25.023203,43.5865,1434.5264,1,0,0,2.1751378,1,68.80528,1,3,9,0,1,0,1,0,0,0,0,0,0,1,0,0,0.047963765,68.80528,0.0,0.0,3.1612947,34.30485
24.561218,37.039318,1689.4554,3,0,0,21.331713,1,76.30131,1,3,10,0,1,0,1,0,0,0,0,0,0,1,0,0,0.045163255,25.43377,0.0,0.0,27.957205,30.800268
27.344902,33.6833,1187.6138,2,0,1,17.663954,0,84.03868,1,3,11,0,1,0,1,0,0,0,0,0,0,1,0,0,0.070762634,42.01934,0.0,0.011899282,21.018837,30.514101
26.209435,40.771603,1038.6768,1,0,0,14.779715,0,77.67379,1,3,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0.074781485,77.67379,0.0,0.0,19.027931,33.490517
26.210703,42.084183,1098.7993,7,0,0,1.5540918,1,78.91225,1,3,13,0,1,0,1,0,0,0,0,0,0,0,0,1,0.071816795,11.273178,0.0,0.0,1.9693924,34.14744
21.501726,43.353313,1546.5083,9,0,0,20.755903,1,64.04243,1,3,14,0,1,0,1,0,0,0,0,0,0,0,0,1,0.041410983,7.115825,0.0,0.0,32.409615,32.42752
25.382746,51.9027,1350.7566,0,0,0,27.748043,0,78.18728,1,3,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0.057884064,0.0,0.0,0.0,35.489204,38.642723
21.203472,49.61037,1529.6571,7,0,1,17.187332,0,63.39385,1,3,16,0,1,0,1,0,0,0,0,0,0,0,0,1,0.041443177,9.056264,0.0,0.0157744,27.111986,35.40692
21.530254,42.016884,1660.5353,8,1,0,7.675987,0,76.10618,1,3,17,0,1,0,1,0,0,0,0,0,0,0,0,1,0.045832317,9.513272,0.013139538,0.0,10.085892,31.77357
24.501785,48.58331,1631.6348,9,0,0,24.696388,1,60.144238,1,3,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0.036861338,6.682693,0.0,0.0,41.061935,36.54255
24.290724,36.987736,1847.3956,6,1,0,10.955155,0,80.19264,1,3,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0.043408483,13.36544,0.012469972,0.0,13.661048,30.639229
27.33662,50.87668,1143.1052,7,1,1,27.622484,1,86.22365,1,3,20,0,1,0,1,0,0,0,0,0,0,0,1,0,0.07542932,12.317664,0.011597746,0.011597746,32.03586,39.10665
20.735716,48.506638,1836.5426,4,0,1,9.295439,0,53.26328,1,3,21,0,1,0,1,0,0,0,0,0,0,0,1,0,0.029001929,13.31582,0.0,0.01877466,17.45187,34.621178
22.787859,43.95105,1134.0026,6,0,0,20.362583,1,64.96318,1,3,22,0,1,0,1,0,0,0,0,0,0,0,1,0,0.057286628,10.827197,0.0,0.0,31.344807,33.369453
21.652937,56.137047,1140.6016,8,0,1,19.512861,0,66.43892,1,3,23,0,1,0,1,0,0,0,0,0,1,0,0,0,0.058249015,8.304865,0.0,0.015051419,29.369625,38.894993
25.080881,59.671535,1897.7023,8,0,0,14.3918,0,75.91391,1,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.040003065,9.489239,0.0,0.0,18.958054,42.37621
25.792511,33.892216,1849.8296,7,1,0,25.875969,1,84.19147,1,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.045513093,12.027352,0.011877689,0.0,30.73467,29.842363
26.38608,43.295776,1851.5978,5,1,0,17.471964,1,75.25176,1,4,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0.040641528,15.050352,0.013288725,0.0,23.218014,34.840927
22.140257,49.424877,1037.2069,7,0,1,3.3299077,1,75.01447,1,4,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0.07232354,10.716353,0.0,0.01333076,4.43902,35.782566
24.175777,41.80015,1198.6252,6,0,0,18.470625,0,69.365746,1,4,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0.05787109,11.560958,0.0,0.0,26.627878,32.987965
24.668142,43.14091,1310.8749,0,0,1,22.936054,1,78.04604,1,4,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0.05953737,0.0,0.0,0.01281295,29.38785,33.904526
20.830692,52.190178,1772.0857,7,0,0,21.711195,1,67.48479,1,4,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0.038082123,9.640684,0.0,0.0,32.171986,36.510437
25.702728,53.316654,1050.3176,8,1,0,26.817108,0,78.25429,1,4,7,0,1,0,0,0,0,0,1,0,0,1,0,0,0.07450535,9.781786,0.012778852,0.0,34.269188,39.50969
22.285175,40.659912,1688.8909,4,1,1,19.455961,0,74.84338,1,4,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0.04431511,18.710846,0.013361234,0.013361234,25.995567,31.472544
20.357298,52.95667,1150.2852,8,1,0,21.068312,0,64.641914,1,4,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0.056196425,8.080239,0.015469839,0.0,32.59234,36.656982
29.645292,42.513607,1417.5933,7,1,1,7.7563133,0,89.08843,1,4,10,0,1,0,0,0,0,0,1,0,0,1,0,0,0.06284485,12.726919,0.011224802,0.011224802,8.706308,36.07945
20.7466,39.363068,1907.1676,0,1,1,11.895548,0,73.15433,1,4,11,0,1,0,0,0,0,0,1,0,0,1,0,0,0.03835758,0.0,0.013669731,0.013669731,16.260893,30.054832
27.304802,48.595867,1348.3777,7,0,1,2.0506823,0,72.117096,1,4,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0.053484343,10.302443,0.0,0.013866338,2.8435454,37.950333
25.026299,48.09544,1711.6094,7,1,1,0.06282656,1,76.721565,1,4,13,0,1,0,0,0,0,0,1,0,0,0,0,1,0.044824228,10.960223,0.013034145,0.013034145,0.08188905,36.560867
20.926107,46.185345,1619.5522,7,0,1,16.788692,1,65.97246,1,4,14,0,1,0,0,0,0,0,1,0,0,0,0,1,0.040735,9.424637,0.0,0.01515784,25.448032,33.555725
25.239494,43.078365,1601.8132,3,0,0,0.1949426,1,61.53671,1,4,15,0,1,0,0,0,0,0,1,0,0,0,0,1,0.038416907,20.512236,0.0,0.0,0.31679076,34.158928
24.34218,47.405956,1102.6057,8,0,0,1.3163304,1,77.384476,1,4,16,0,1,0,0,0,0,0,1,0,0,0,0,1,0.07018327,9.673059,0.0,0.0,1.7010264,35.87407
25.480164,55.321384,1408.2789,7,1,0,23.134024,1,76.07662,1,4,17,0,1,0,0,0,0,0,1,0,0,0,0,1,0.05402099,10.868089,0.013144642,0.0,30.408848,40.400772
29.350069,30.88538,1045.0365,1,0,0,27.416817,1,74.867874,1,4,18,0,1,0,0,0,0,0,1,0,0,0,1,0,0.07164139,74.867874,0.0,0.0,36.62027,30.117725
29.950502,42.42526,1679.7732,4,0,1,13.953181,1,86.28935,1,4,19,0,1,0,0,0,0,0,1,0,0,0,1,0,0.051369645,21.572338,0.0,0.011588915,16.170223,36.18788
26.62318,37.72919,1361.2448,6,0,0,27.204342,0,83.87526,1,4,20,0,1,0,0,0,0,0,1,0,0,0,1,0,0.06161659,13.97921,0.0,0.0,32.434288,32.176186
23.541304,34.534904,1712.2817,8,0,0,29.273697,1,83.458046,1,4,21,0,1,0,0,0,0,0,1,0,0,0,1,0,0.048740838,10.432256,0.0,0.0,35.075943,29.038105
24.391571,53.03416,1982.7838,8,1,1,20.48767,0,81.996826,1,4,22,0,1,0,0,0,0,0,1,0,0,0,1,0,0.041354395,10.249603,0.012195594,0.012195594,24.985931,38.712868
27.75516,39.848106,1355.3853,8,1,0,6.843563,1,86.64692,1,4,23,0,1,0,0,0,0,0,1,0,1,0,0,0,0.06392789,10.830865,0.011541091,0.0,7.898219,33.801632
26.286905,40.706757,1384.3252,3,1,1,9.713537,1,75.98238,1,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.05488767,25.327461,0.013160945,0.013160945,12.783933,33.49683
20.97991,58.115627,1179.4862,9,0,0,8.577366,0,70.71436,1,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.05995353,7.8571515,0.0,0.0,12.129595,39.547768
26.515862,58.656666,1389.6982,8,0,0,25.9344,0,81.74553,1,5,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0588225,10.218191,0.0,0.0,31.725773,42.586266
29.68616,33.999603,1419.462,5,1,1,11.944144,1,85.182556,1,5,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0.06001045,17.03651,0.011739492,0.011739492,14.02182,31.84288
22.36952,54.38706,1167.0981,9,1,0,25.046347,1,75.290405,1,5,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0.06451078,8.365601,0.013281905,0.0,33.26632,38.37829
23.927237,53.67576,1193.201,9,1,1,6.5172243,0,85.18198,1,5,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0.07138946,9.464664,0.0117395725,0.0117395725,7.6509433,38.8015
20.826653,39.199615,1573.5115,9,1,1,27.637785,0,72.76704,1,5,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0.046244998,8.085226,0.013742486,0.013742486,37.98119,30.013134
28.235508,54.700474,1419.6414,5,0,1,21.388872,0,81.81978,1,5,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0.05763412,16.363956,0.0,0.012221984,26.141443,41.46799
22.894962,54.115116,1364.4711,6,1,1,10.789184,1,78.64588,1,5,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0.057638366,13.107647,0.012715224,0.012715224,13.718689,38.50504
21.63998,59.411232,1258.0966,0,0,1,29.857723,0,66.951614,1,5,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0.053216595,0.0,0.0,0.014936159,44.59597,40.525604
21.63135,50.47608,1888.7015,4,0,0,5.6729875,0,71.17906,1,5,10,0,1,0,0,0,0,0,0,1,0,1,0,0,0.03768677,17.794765,0.0,0.0,7.970023,36.053715
22.779636,58.580185,1226.3187,1,0,0,25.210073,0,63.86191,1,5,11,0,1,0,0,0,0,0,0,1,0,1,0,0,0.052076112,63.86191,0.0,0.0,39.475914,40.67991
20.070625,54.008595,1457.8644,5,1,1,4.6818213,1,61.130943,1,5,12,0,1,0,0,0,0,0,0,1,0,0,0,1,0.041931845,12.226189,0.016358327,0.016358327,7.6586766,37.03961
27.487556,38.514507,1130.0378,2,0,1,8.811531,1,79.72429,1,5,13,0,1,0,0,0,0,0,0,1,0,0,0,1,0.07055011,39.862144,0.0,0.012543228,11.052505,33.00103
28.538149,49.96585,1512.1381,4,0,1,9.808762,1,81.89399,1,5,14,0,1,0,0,0,0,0,0,1,0,0,0,1,0.054157745,20.473497,0.0,0.012210908,11.977388,39.252
29.257025,38.184265,1293.974,1,0,1,21.162985,0,85.360405,1,5,15,0,1,0,0,0,0,0,0,1,0,0,0,1,0.065967634,85.360405,0.0,0.011715033,24.792507,33.720646
23.02145,47.875893,1610.7933,8,1,0,28.053867,1,77.77647,1,5,16,0,1,0,0,0,0,0,0,1,0,0,0,1,0.04828457,9.722058,0.01285736,0.0,36.069866,35.44867
24.741304,38.021446,1896.9409,2,1,1,23.232882,0,87.748,1,5,17,0,1,0,0,0,0,0,0,1,0,0,0,1,0.046257634,43.874,0.011396271,0.011396271,26.476822,31.381374
27.403154,33.0316,1237.346,5,0,0,14.199557,1,72.39601,1,5,18,0,1,0,0,0,0,0,0,1,0,0,1,0,0.05850911,14.479202,0.0,0.0,19.61373,30.217377
26.506372,56.16763,1300.4431,3,0,0,12.832199,0,69.569016,1,5,19,0,1,0,0,0,0,0,0,1,0,0,1,0,0.053496394,23.189672,0.0,0.0,18.445278,41.337
22.676178,47.26095,1038.2549,6,0,0,20.966305,1,73.25221,1,5,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0.070553206,12.208702,0.0,0.0,28.622076,34.968563
23.892714,49.39508,1887.437,9,0,0,3.0707092,1,75.8144,1,5,21,0,1,0,0,0,0,0,0,1,0,0,1,0,0.04016791,8.423822,0.0,0.0,4.050298,36.643898
29.052408,39.08468,1221.8467,8,0,0,7.3740005,0,86.53487,1,5,22,0,1,0,0,0,0,0,0,1,0,0,1,0,0.070823014,10.816858,0.0,0.0,8.521421,34.068542
27.308422,58.567436,1239.6202,8,0,1,22.210966,1,81.19094,1,5,23,0,1,0,0,0,0,0,0,1,1,0,0,0,0.06549662,10.148868,0.0,0.012316645,27.356457,42.937927
20.76246,30.503616,1736.0149,4,1,0,8.830312,0,76.936455,1,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.044317853,19.234114,0.01299774,0.0,11.477409,25.633038
22.062782,57.568768,1204.372,1,0,0,5.3643193,0,64.59534,1,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.053634044,64.59534,0.0,0.0,8.304499,39.815773
28.883184,39.638668,1600.0514,9,0,1,5.8711643,0,81.10902,1,6,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0.050691508,9.012113,0.0,0.012329086,7.2386084,34.260925
24.12705,47.964035,1188.1041,3,1,1,27.944935,1,70.257744,1,6,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0.05913433,23.419249,0.014233306,0.014233306,39.774883,36.045544
22.04511,33.324257,1735.0804,0,1,1,14.780811,0,65.98142,1,6,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0.038027875,0.0,0.015155781,0.015155781,22.401474,27.684685
23.469315,31.185003,1842.9698,4,1,1,4.0666595,1,76.19515,1,6,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0.041343678,19.048788,0.013124195,0.013124195,5.337163,27.32716
24.121988,36.22532,1636.7396,1,0,0,11.777568,1,72.16382,1,6,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0.04408998,72.16382,0.0,0.0,16.3206,30.173653
27.552845,34.53818,1073.0662,3,0,0,17.60057,0,74.118095,1,6,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0.06907132,24.706032,0.0,0.0,23.746658,31.045513
21.330841,36.94767,1518.0006,2,1,0,9.506523,0,73.92815,1,6,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0.048701,36.964073,0.013526648,0.0,12.8591385,29.139256
28.548212,34.65484,1096.8574,3,1,0,22.825422,0,80.511665,1,6,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0.07340212,26.837221,0.01242056,0.0,28.350454,31.601524
23.798082,59.35729,1138.3768,2,0,1,24.21653,0,68.56409,1,6,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0.060229693,34.282043,0.0,0.014584895,35.319553,41.577686
24.76878,46.22169,1075.2416,4,0,1,17.881958,0,71.4276,1,6,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0.06642935,17.8569,0.0,0.014000191,25.035084,35.495235
21.301537,52.10151,1924.9998,0,1,0,24.401684,0,64.076965,1,6,12,0,1,0,0,0,0,1,0,0,0,0,0,1,0.03328674,0.0,0.015606232,0.0,38.081833,36.701523
22.721973,35.899643,1229.558,1,0,1,7.759618,0,57.484444,1,6,13,0,1,0,0,0,0,1,0,0,0,0,0,1,0.04675212,57.484444,0.0,0.01739601,13.49864,29.310808
29.45838,56.40345,1724.5962,9,0,0,1.39999,0,82.59777,1,6,14,0,1,0,0,0,0,1,0,0,0,0,0,1,0.04789398,9.17753,0.0,0.0,1.6949488,42.930916
24.743555,43.279526,1252.7106,2,0,0,26.163305,1,77.51805,1,6,15,0,1,0,0,0,0,1,0,0,0,0,0,1,0.061880257,38.759026,0.0,0.0,33.751244,34.01154
21.524265,33.25525,1381.6962,7,0,0,11.549039,0,71.01714,1,6,16,0,1,0,0,0,0,1,0,0,0,0,0,1,0.051398523,10.145307,0.0,0.0,16.262325,27.389757
25.521471,48.275784,1300.7041,0,0,0,10.146023,1,64.697914,1,6,17,0,1,0,0,0,0,1,0,0,0,0,0,1,0.049740687,0.0,0.0,0.0,15.682149,36.89863
26.206692,46.43152,1659.1481,9,1,0,10.59393,0,76.30888,1,6,18,0,1,0,0,0,0,1,0,0,0,0,1,0,0.04599281,8.478765,0.013104634,0.0,13.882957,36.319107
