temperatura,umidade,area,ocupacao,hvac,iluminacao,energia_renovavel,feriado,consumo_energia,ano,mes,dia,hora,fim_de_semana,semana_do_ano,dia_semana_sexta,dia_semana_segunda,dia_semana_sabado,dia_semana_domingo,dia_semana_quinta,dia_semana_terca,dia_semana_quarta,periodo_madrugada,periodo_manha,periodo_noite,periodo_tarde,consumo_energia_medio_hora,consumo_medio_por_dia,consumo_medio_por_faixa_temp,eficiencia_media_por_metro_quadrado_hora,eficiencia_media_por_metro_quadrado_dia,eficiencia_media_por_metro_quadrado_temp,kwh_medio_hora_por_pessoa,kwh_medio_dia_por_pessoa,kwh_medio_temperatura_por_pessoa,hvac_eficiencia_media_hora,hvac_eficiencia_media_dia,hvac_eficiencia_media_temp,iluminacao_eficiencia_media_dia,iluminacao_eficiencia_media_temp,percentual_renovavel_media_hora,percentual_renovavel_media_dia,percentual_renovavel_media_temp,conforto_termico
24.749058,57.21685,1253.7089,6,1,1,0.66033757,0,78.39421,2022,1,1,23,1,1,0,0,1,0,0,0,0,1,0,0,0,76.426125,78.86947,72.43486,0.060960025,0.06290892,0.05777646,12.737687,13.144912,12.072476,0.013084531,0.012679177,0.013805508,0.012679177,0.013805508,0.8640207,0.8372537,0.9116295,40.982956
26.729366,46.194088,1533.8876,8,1,0,18.581034,0,87.841644,2022,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,77.9865,76.88139,82.163315,0.050842386,0.050121922,0.05356541,9.748313,9.610174,10.270414,0.012822731,0.0130070485,0.012170882,0.0,0.0,23.825962,24.16844,22.614756,36.461727
22.575924,57.749573,1040.2062,8,0,1,8.906945,1,72.92985,2022,1,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,79.2671,76.88139,72.43486,0.07620326,0.07390977,0.0696351,9.908387,9.610174,9.054358,0.0,0.0,0.0,0.0130070485,0.013805508,11.236624,11.585306,12.29649,40.16275
27.011513,52.637573,1701.2554,9,1,1,24.051355,0,86.66909,2022,1,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,75.54592,76.88139,82.163315,0.044405986,0.04519098,0.0482957,8.393991,8.542377,9.129257,0.013236982,0.0130070485,0.012170882,0.0130070485,0.012170882,31.836737,31.283716,29.272621,39.824543
26.57,43.33031,1126.0627,7,0,1,2.9434035,0,80.41143,2022,1,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,76.23531,76.88139,82.163315,0.067700766,0.06827452,0.07296513,10.890759,10.983056,11.737617,0.0,0.0,0.0,0.0130070485,0.012170882,3.860945,3.828499,3.5823815,34.950157
21.820078,56.855186,1289.6161,3,0,1,25.513775,1,64.2121,2022,1,2,4,1,1,0,0,0,1,0,0,0,1,0,0,0,77.11702,76.88139,72.43486,0.05979843,0.05961572,0.05616777,25.705673,25.62713,24.144953,0.0,0.0,0.0,0.0130070485,0.013805508,33.084496,33.18589,35.22306,39.33763
23.22063,46.07388,1649.5104,2,0,1,18.270529,0,74.16034,2022,1,2,5,1,1,0,0,0,1,0,0,0,0,1,0,0,76.34572,76.88139,72.43486,0.046283867,0.046608616,0.043912947,38.17286,38.440697,36.21743,0.0,0.0,0.0,0.0130070485,0.013805508,23.931309,23.764566,25.223392,34.647255
28.875374,31.803131,1887.2018,5,1,1,24.468836,1,81.04958,2022,1,2,6,1,1,0,0,0,1,0,0,0,0,1,0,0,77.93568,76.88139,82.163315,0.041296948,0.0407383,0.04353711,15.587135,15.376279,16.432663,0.012831094,0.0130070485,0.012170882,0.0130070485,0.012170882,31.396193,31.82673,29.780731,30.339252
20.833492,51.147007,1096.7031,1,1,0,21.8651,0,70.308174,2022,1,2,7,1,1,0,0,0,1,0,0,0,0,1,0,0,76.30863,76.88139,72.43486,0.069580026,0.07010228,0.06604783,76.30863,76.88139,72.43486,0.013104677,0.0130070485,0.013805508,0.0,0.0,28.65351,28.440042,30.18588,35.99025
27.465641,34.94099,1491.288,9,1,0,4.6457386,0,82.28439,2022,1,2,8,1,1,0,0,0,1,0,0,0,0,1,0,0,77.38033,76.88139,82.163315,0.051888257,0.05155369,0.05509554,8.597815,8.542377,9.129257,0.01292318,0.0130070485,0.012170882,0.0,0.0,6.003772,6.0427346,5.6542735,31.203316
20.6235,50.145035,1036.4623,6,0,1,0.37220126,0,59.847393,2022,1,2,9,1,1,0,0,0,1,0,0,0,0,1,0,0,74.39843,76.88139,72.43486,0.07178113,0.07417674,0.06988663,12.399738,12.813565,12.072476,0.0,0.0,0.0,0.0130070485,0.013805508,0.50028104,0.48412398,0.51384276,35.38427
27.314812,42.936054,1876.5103,4,1,0,1.1813312,1,82.504036,2022,1,2,10,1,1,0,0,0,1,0,0,0,0,1,0,0,78.22316,76.88139,82.163315,0.041685443,0.04097041,0.043785166,19.55579,19.220348,20.540829,0.012783938,0.0130070485,0.012170882,0.0,0.0,1.5102065,1.5365632,1.4377842,35.125435
27.425114,32.394787,1155.2301,9,1,0,8.166147,1,82.78245,2022,1,2,11,1,1,0,0,0,1,0,0,0,0,1,0,0,77.00639,76.88139,82.163315,0.06665892,0.06655072,0.0711229,8.556266,8.542377,9.129257,0.0129859345,0.0130070485,0.012170882,0.0,0.0,10.604506,10.621747,9.938921,29.90995
24.079159,54.095047,1850.322,7,0,0,21.060814,1,74.67411,2022,1,2,12,1,1,0,0,0,1,0,0,0,0,0,0,1,77.27699,76.88139,72.43486,0.041764077,0.04155028,0.039147165,11.039571,10.983056,10.347837,0.0,0.0,0.0,0.0,0.0,27.253666,27.393902,29.075521,39.087105
29.91383,53.34075,1924.1862,0,1,0,25.848055,0,86.88914,2022,1,2,13,1,1,0,0,0,1,0,0,0,0,0,0,1,76.3327,76.88139,82.163315,0.039670125,0.039955277,0.042700294,0.0,0.0,0.0,0.013100545,0.0130070485,0.012170882,0.0,0.0,33.862362,33.62069,31.459362,41.62729
24.521374,42.276474,1654.9299,7,1,0,1.6471723,1,78.54243,2022,1,2,14,1,1,0,0,0,1,0,0,0,0,0,0,1,76.2337,76.88139,72.43486,0.04606461,0.04645598,0.04376914,10.890529,10.983056,10.347837,0.013117557,0.0130070485,0.013805508,0.0,0.0,2.1606877,2.1424851,2.274005,33.398926
21.898785,48.633514,1958.9635,4,1,1,20.217733,1,77.228455,2022,1,2,15,1,1,0,0,0,1,0,0,0,0,0,0,1,77.61918,76.88139,72.43486,0.039622575,0.039245956,0.036976114,19.404795,19.220348,18.108715,0.012883414,0.0130070485,0.013805508,0.0130070485,0.013805508,26.047342,26.297304,27.911606,35.26615
23.516264,52.37156,1517.1686,7,1,0,8.270639,1,73.73515,2022,1,2,16,1,1,0,0,0,1,0,0,0,0,0,0,1,76.28007,76.88139,72.43486,0.05027791,0.05067426,0.047743447,10.897153,10.983056,10.347837,0.013109584,0.0130070485,0.013805508,0.0,0.0,10.842464,10.757661,11.418037,37.943913
27.148117,43.120865,1296.5818,8,1,0,16.997025,1,91.84341,2022,1,2,17,1,1,0,0,0,1,0,0,0,0,0,0,1,78.253,76.88139,82.163315,0.060353305,0.059295446,0.06336917,9.781625,9.610174,10.270414,0.012779063,0.0130070485,0.012170882,0.0,0.0,21.720604,22.108112,20.686878,35.13449
23.574354,52.851665,1491.88,2,0,0,24.460909,0,73.35071,2022,1,2,18,1,1,0,0,0,1,0,0,0,0,0,1,0,75.18646,76.88139,72.43486,0.050397124,0.05153323,0.04855274,37.59323,38.440697,36.21743,0.0,0.0,0.0,0.0,0.0,32.53366,31.816423,33.769527,38.21301
20.516186,40.9185,1114.2301,8,0,1,20.489098,1,66.202095,2022,1,2,19,1,1,0,0,0,1,0,0,0,0,0,1,0,78.61429,76.88139,72.43486,0.07055481,0.068999566,0.065008886,9.826786,9.610174,9.054358,0.0,0.0,0.0,0.0130070485,0.013805508,26.062817,26.650269,28.28624,30.717342
23.15919,33.08815,1183.4937,6,0,1,15.654792,1,77.851776,2022,1,2,20,1,1,0,0,0,1,0,0,0,0,0,1,0,77.87319,76.88139,72.43486,0.065799415,0.06496139,0.061204266,12.978866,12.813565,12.072476,0.0,0.0,0.0,0.0130070485,0.013805508,20.102928,20.362265,21.612234,28.123669
29.988047,51.19663,1516.7527,2,1,0,16.10496,0,90.981476,2022,1,2,21,1,1,0,0,0,1,0,0,0,0,0,1,0,76.38668,76.88139,82.163315,0.050361987,0.050688155,0.05417054,38.19334,38.440697,41.081657,0.013091288,0.0130070485,0.012170882,0.0,0.0,21.083466,20.9478,19.601156,40.59234
22.87905,30.357761,1162.6593,7,1,1,13.390539,1,81.917076,2022,1,2,22,1,1,0,0,0,1,0,0,0,0,0,1,0,79.14937,76.88139,72.43486,0.06807615,0.06612547,0.06230102,11.307053,10.983056,10.347837,0.01263434,0.0130070485,0.013805508,0.0130070485,0.013805508,16.918062,17.41714,18.486319,26.618404
24.617958,49.041225,1666.0437,6,0,1,21.600155,1,70.22462,2022,1,2,23,1,1,0,0,0,1,0,0,0,1,0,0,0,76.426125,76.88139,72.43486,0.045872822,0.046146084,0.043477166,12.737687,12.813565,12.072476,0.0,0.0,0.0,0.0130070485,0.013805508,28.26279,28.095427,29.820108,36.82959
27.35268,36.25925,1024.999,6,0,1,22.175022,0,88.73377,2022,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,77.9865,76.06431,82.163315,0.076084465,0.07420915,0.08015941,12.99775,12.677384,13.693886,0.0,0.0,0.0,0.01314677,0.012170882,28.434435,29.152992,26.988956,31.805965
29.436789,48.84845,1234.0853,2,0,0,6.6628747,1,76.55502,2022,1,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,79.2671,76.06431,82.163315,0.064231455,0.061636183,0.066578306,39.63355,38.032154,41.081657,0.0,0.0,0.0,0.0,0.0,8.4056,8.759528,8.109305,39.14262
21.754026,45.538643,1514.827,4,0,0,9.8461275,0,62.055054,2022,1,3,2,0,1,0,1,0,0,0,0,0,1,0,0,0,75.54592,76.06431,72.43486,0.04987099,0.050213195,0.04781725,18.88648,19.016077,18.108715,0.0,0.0,0.0,0.0,0.0,13.0333,12.944478,13.59308,33.646336
22.124214,47.343914,1919.12,6,0,0,5.352019,0,62.001892,2022,1,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,76.23531,76.06431,72.43486,0.0397241,0.039634995,0.03774379,12.705886,12.677384,12.072476,0.0,0.0,0.0,0.0,0.0,7.020393,7.036176,7.3887334,34.734062
21.324776,33.615055,1857.2683,9,1,1,13.523867,1,80.452126,2022,1,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,77.11702,76.06431,72.43486,0.041521743,0.040954936,0.039000753,8.568558,8.45159,8.048318,0.012967306,0.01314677,0.013805508,0.01314677,0.013805508,17.536812,17.779518,18.670385,27.469915
22.086811,43.838917,1325.6002,5,0,0,12.27482,0,64.71822,2022,1,3,5,0,1,0,1,0,0,0,0,0,0,1,0,0,76.34572,76.06431,72.43486,0.05759332,0.05738103,0.054643065,15.269144,15.212862,14.486972,0.0,0.0,0.0,0.0,0.0,16.077942,16.137424,16.946012,32.962864
29.956879,56.788807,1864.7324,8,1,0,4.938738,1,91.87196,2022,1,3,6,0,1,0,1,0,0,0,0,0,0,1,0,0,77.93568,76.06431,82.163315,0.041794565,0.040791005,0.044061717,9.74196,9.5080385,10.270414,0.012831094,0.01314677,0.012170882,0.0,0.0,6.336941,6.492845,6.0108795,43.37284
22.466457,45.22841,1902.8038,6,0,1,0.5770304,0,69.69226,2022,1,3,7,0,1,0,1,0,0,0,0,0,0,1,0,0,76.30863,76.06431,72.43486,0.040103257,0.039974857,0.038067434,12.718105,12.677384,12.072476,0.0,0.0,0.0,0.01314677,0.013805508,0.75617975,0.75860864,0.7966198,33.847435
21.100533,52.70578,1896.816,7,0,0,25.007683,0,63.850975,2022,1,3,8,0,1,0,1,0,0,0,0,0,0,1,0,0,77.38033,76.06431,72.43486,0.040794853,0.040101048,0.038187604,11.054334,10.86633,10.347837,0.0,0.0,0.0,0.0,0.0,32.31788,32.87703,34.524376,36.903156
25.023203,43.5865,1434.5264,1,0,0,2.1751378,1,68.80528,2022,1,3,9,0,1,0,1,0,0,0,0,0,0,1,0,0,74.39843,76.06431,82.163315,0.051862713,0.053023987,0.05727557,74.39843,76.06431,82.163315,0.0,0.0,0.0,0.0,0.0,2.9236338,2.8596036,2.6473346,34.30485
24.561218,37.039318,1689.4554,3,0,0,21.331713,1,76.30131,2022,1,3,10,0,1,0,1,0,0,0,0,0,0,1,0,0,78.22316,76.06431,72.43486,0.046300814,0.045022972,0.04287468,26.074387,25.354769,24.144953,0.0,0.0,0.0,0.0,0.0,27.270329,28.044313,29.44951,30.800268
27.344902,33.6833,1187.6138,2,0,1,17.663954,0,84.03868,2022,1,3,11,0,1,0,1,0,0,0,0,0,0,1,0,0,77.00639,76.06431,82.163315,0.06484128,0.064048015,0.06918353,38.503197,38.032154,41.081657,0.0,0.0,0.0,0.01314677,0.012170882,22.938295,23.222395,21.498589,30.514101
26.209435,40.771603,1038.6768,1,0,0,14.779715,0,77.67379,2022,1,3,12,0,1,0,1,0,0,0,0,0,0,0,0,1,77.27699,76.06431,82.163315,0.074399464,0.073231936,0.079103835,77.27699,76.06431,82.163315,0.0,0.0,0.0,0.0,0.0,19.125635,19.430552,17.988214,33.490517
26.210703,42.084183,1098.7993,7,0,0,1.5540918,1,78.91225,2022,1,3,13,0,1,0,1,0,0,0,0,0,0,0,0,1,76.3327,76.06431,82.163315,0.06946919,0.06922493,0.07477554,10.904672,10.86633,11.737617,0.0,0.0,0.0,0.0,0.0,2.035945,2.0431287,1.8914667,34.14744
21.501726,43.353313,1546.5083,9,0,0,20.755903,1,64.04243,2022,1,3,14,0,1,0,1,0,0,0,0,0,0,0,0,1,76.2337,76.06431,72.43486,0.04929408,0.049184546,0.04683768,8.470411,8.45159,8.048318,0.0,0.0,0.0,0.0,0.0,27.226675,27.28731,28.65458,32.42752
25.382746,51.9027,1350.7566,0,0,0,27.748043,0,78.18728,2022,1,3,15,0,1,0,1,0,0,0,0,0,0,0,0,1,77.61918,76.06431,82.163315,0.057463482,0.05631237,0.060827624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74895,36.479713,33.771816,38.642723
21.203472,49.61037,1529.6571,7,0,1,17.187332,0,63.39385,2022,1,3,16,0,1,0,1,0,0,0,0,0,0,0,0,1,76.28007,76.06431,72.43486,0.04986743,0.04972638,0.04735366,10.897153,10.86633,10.347837,0.0,0.0,0.0,0.01314677,0.013805508,22.53188,22.59579,23.727985,35.40692
21.530254,42.016884,1660.5353,8,1,0,7.675987,0,76.10618,2022,1,3,17,0,1,0,1,0,0,0,0,0,0,0,0,1,78.253,76.06431,72.43486,0.047125164,0.0458071,0.04362139,9.781625,9.5080385,9.054358,0.012779063,0.01314677,0.013805508,0.0,0.0,9.809192,10.091443,10.597089,31.77357
24.501785,48.58331,1631.6348,9,0,0,24.696388,1,60.144238,2022,1,3,18,0,1,0,1,0,0,0,0,0,0,0,1,0,75.18646,76.06431,72.43486,0.046080448,0.046618465,0.044394042,8.354052,8.45159,8.048318,0.0,0.0,0.0,0.0,0.0,32.846855,32.467773,34.094616,36.54255
24.290724,36.987736,1847.3956,6,1,0,10.955155,0,80.19264,2022,1,3,19,0,1,0,1,0,0,0,0,0,0,0,1,0,78.61429,76.06431,72.43486,0.042554118,0.041173805,0.039209176,13.102382,12.677384,12.072476,0.012720334,0.01314677,0.013805508,0.0,0.0,13.935323,14.402491,15.124148,30.639229
27.33662,50.87668,1143.1052,7,1,1,27.622484,1,86.22365,2022,1,3,20,0,1,0,1,0,0,0,0,0,0,0,1,0,77.87319,76.06431,82.163315,0.06812426,0.06654183,0.0718773,11.124742,10.86633,11.737617,0.0128413895,0.01314677,0.012170882,0.01314677,0.012170882,35.471107,36.314644,33.619,39.10665
20.735716,48.506638,1836.5426,4,0,1,9.295439,0,53.26328,2022,1,3,21,0,1,0,1,0,0,0,0,0,0,0,1,0,76.38668,76.06431,72.43486,0.041592654,0.041417122,0.03944088,19.09667,19.016077,18.108715,0.0,0.0,0.0,0.01314677,0.013805508,12.168926,12.2205,12.832825,34.621178
22.787859,43.95105,1134.0026,6,0,0,20.362583,1,64.96318,2022,1,3,22,0,1,0,1,0,0,0,0,0,0,0,1,0,79.14937,76.06431,72.43486,0.069796465,0.06707596,0.06387539,13.191562,12.677384,12.072476,0.0,0.0,0.0,0.0,0.0,25.72678,26.77022,28.11158,33.369453
21.652937,56.137047,1140.6016,8,0,1,19.512861,0,66.43892,2022,1,3,23,0,1,0,1,0,0,0,0,0,1,0,0,0,76.426125,76.06431,72.43486,0.067005105,0.06668789,0.06350584,9.553266,9.5080385,9.054358,0.0,0.0,0.0,0.01314677,0.013805508,25.531664,25.653112,26.938496,38.894993
25.080881,59.671535,1897.7023,8,0,0,14.3918,0,75.91391,2022,1,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,77.9865,77.38481,82.163315,0.041095227,0.040778164,0.04329621,9.748313,9.673101,10.270414,0.0,0.0,0.0,0.0,0.0,18.45422,18.597706,17.51609,42.37621
25.792511,33.892216,1849.8296,7,1,0,25.875969,1,84.19147,2022,1,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,79.2671,77.38481,82.163315,0.042851027,0.041833483,0.044416696,11.323871,11.054973,11.737617,0.0126155745,0.012922432,0.012170882,0.0,0.0,32.64402,33.438046,31.493336,29.842363
26.38608,43.295776,1851.5978,5,1,0,17.471964,1,75.25176,2022,1,4,2,0,1,0,0,0,0,0,1,0,1,0,0,0,75.54592,77.38481,82.163315,0.040800396,0.041793533,0.04437428,15.109184,15.476962,16.432663,0.013236982,0.012922432,0.012170882,0.0,0.0,23.127607,22.578028,21.264921,34.840927
22.140257,49.424877,1037.2069,7,0,1,3.3299077,1,75.01447,2022,1,4,3,0,1,0,0,0,0,0,1,0,1,0,0,0,76.23531,77.38481,72.43486,0.07350058,0.07460885,0.06983646,10.890759,11.054973,10.347837,0.0,0.0,0.0,0.012922432,0.013805508,4.3679333,4.303051,4.5971065,35.782566
24.175777,41.80015,1198.6252,6,0,0,18.470625,0,69.365746,2022,1,4,4,0,1,0,0,0,0,0,1,0,1,0,0,0,77.11702,77.38481,72.43486,0.06433789,0.06456131,0.060431615,12.852837,12.897469,12.072476,0.0,0.0,0.0,0.0,0.0,23.951426,23.86854,25.499636,32.987965
24.668142,43.14091,1310.8749,0,0,1,22.936054,1,78.04604,2022,1,4,5,0,1,0,0,0,0,0,1,0,0,1,0,0,76.34572,77.38481,72.43486,0.05824028,0.05903295,0.055256885,0.0,0.0,0.0,0.0,0.0,0.0,0.012922432,0.013805508,30.042358,29.638962,31.664387,33.904526
20.830692,52.190178,1772.0857,7,0,0,21.711195,1,67.48479,2022,1,4,6,0,1,0,0,0,0,0,1,0,0,1,0,0,77.93568,77.38481,72.43486,0.043979634,0.043668777,0.040875483,11.133668,11.054973,10.347837,0.0,0.0,0.0,0.0,0.0,27.85784,28.056145,29.973406,36.510437
25.702728,53.316654,1050.3176,8,1,0,26.817108,0,78.25429,2022,1,4,7,0,1,0,0,0,0,0,1,0,0,1,0,0,76.30863,77.38481,82.163315,0.072652906,0.07367753,0.07822711,9.538579,9.673101,10.270414,0.013104677,0.012922432,0.012170882,0.0,0.0,35.142956,34.65423,32.638786,39.50969
