temperatura,umidade,area,ocupacao,hvac,iluminacao,energia_renovavel,feriado,consumo_energia,ano,mes,dia,hora,fim_de_semana,semana_do_ano,dia_semana_sexta,dia_semana_segunda,dia_semana_sabado,dia_semana_domingo,dia_semana_quinta,dia_semana_terca,dia_semana_quarta,periodo_madrugada,periodo_manha,periodo_noite,periodo_tarde,eficiencia_por_metro_quadrado,kwh_por_pessoa,hvac_eficiencia,iluminacao_eficiencia,percentual_renovavel,conforto_termico
1.0872377,-1.0504181,-0.5501188,-0.9011354,-0.98412603,-0.98215914,-1.6908427,1.0683293,82.27444,0.0,-0.5865885,-1.3727031,-0.20782821,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,0.6454023,1.0078137,-0.97512645,-0.9715002,-1.6762501,-0.6598669
-0.5499971,-1.7461764,0.36203632,0.49543247,1.0161301,1.018165,0.5029702,1.0683293,73.27867,0.0,-0.5865885,-1.3727031,-0.06310107,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,-0.6315561,-0.44217318,1.153261,1.1071565,0.59747547,-1.8494664
0.14349268,0.25903663,-0.8860771,-1.2502773,1.0161301,-0.98215914,0.76240885,1.0683293,84.144775,0.0,-0.5865885,-1.3727031,0.08162609,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,1.1571416,3.1638145,0.87841,-0.9715002,0.53275895,0.2941201
-1.7363456,-0.41502276,1.0614882,-0.9011354,-0.98412603,-0.98215914,-1.0007231,1.0683293,60.02252,0.0,-0.5865885,-1.3727031,0.22635324,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,-1.6459498,0.45006117,-0.97512645,-0.9715002,-0.7910132,-0.9521228
0.61701304,-0.9510133,-0.2785659,0.49543247,-0.98412603,-0.98215914,-0.3498912,1.0683293,81.18319,0.0,-0.5865885,-1.3727031,0.37108058,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,0.306945,-0.37612996,-0.97512645,-0.9715002,-0.42378783,-0.7146831
-1.016348,1.2571008,-1.2323189,1.1937163,-0.98412603,1.018165,-0.48412988,-0.93604094,74.08125,0.0,-0.5865885,-1.3727031,0.51580775,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,0.9209636,-0.590207,-0.97512645,1.0846369,-0.43750468,0.8806238
1.5318836,1.3575155,0.41907728,-1.5994192,1.0161301,1.018165,0.036742467,-0.93604094,89.49821,0.0,-0.5865885,-1.3727031,0.6605349,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,0.1467051,-1.0544255,0.76753885,0.7304468,-0.21616028,1.790334
-0.43717492,-0.36989978,-0.29991326,-1.2502773,1.0161301,-0.98215914,-1.2803385,1.0683293,72.872444,0.0,-0.5865885,-1.3727031,0.805262,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,-0.15219839,2.5987241,1.1651256,-0.9715002,-1.2444892,-0.49414355
0.8965704,0.20870101,1.1521906,1.5428582,1.0161301,-0.98215914,0.5212061,-0.93604094,83.899895,0.0,-0.5865885,-1.3727031,0.94998926,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,1.9692762,-0.57735026,-0.6218644,-0.5870962,0.8838199,-0.9715002,0.32141042,0.48626706
0.93437773,-1.0869647,-0.8620209,-0.20285149,1.0161301,1.018165,-0.7189498,1.0683293,82.077576,0.0,-0.5865885,-1.3727031,1.0947165,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,1.9692762,-0.57735026,0.9918966,-0.025773121,0.925093,0.8843197,-0.7786525,-0.7436973
1.3130164,1.7072337,-1.0017899,1.5428582,1.0161301,1.018165,-0.39224592,1.0683293,94.23629,0.0,-0.5865885,-1.3727031,1.2394438,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,1.9692762,-0.57735026,1.9883977,-0.52952164,0.67991966,0.64487505,-0.6364805,2.0557075
-1.3687208,-1.7590172,0.61418074,-0.55199337,-0.98412603,-0.98215914,-0.07042336,1.0683293,59.67238,0.0,-0.5865885,-1.3727031,1.3841709,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,1.9692762,-0.57735026,-1.4545943,-0.057285376,-0.97512645,-0.9715002,0.39606363,-2.1231303
-0.69869685,-0.20635371,-0.9426085,-1.2502773,-0.98412603,-0.98215914,-1.2389082,-0.93604094,70.23523,0.0,-0.5865885,-1.3727031,1.5288981,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,1.9692762,-0.57735026,0.3068174,2.4665186,-0.97512645,-0.9715002,-1.1821728,-0.4208519
-0.082163386,1.3883655,-0.854545,0.49543247,1.0161301,1.018165,-1.6555973,-0.93604094,78.39421,0.0,-0.5865885,-1.3727031,1.6736251,1.5723302,-1.5173074,-0.39674604,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,0.7431116,-0.3994322,1.0143751,0.9715159,-1.6403354,1.3046678
0.61625195,0.09380011,0.1173711,1.1937163,1.0161301,-0.98215914,0.3944636,-0.93604094,87.841644,0.0,-0.5865885,-1.2620013,-1.6551001,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,0.3139554,-0.5039797,0.80040276,-0.9715002,0.120740555,0.2866385
-0.84858453,1.450931,-1.5951676,1.1937163,-0.98412603,1.018165,-0.7122161,1.0683293,72.92985,0.0,-0.5865885,-1.2620013,-1.510373,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,1.3613504,-0.5974221,-0.97512645,1.1170989,-0.65441066,1.1199853
0.7157592,0.8505537,0.6979557,1.5428582,1.0161301,1.018165,1.0202482,-0.93604094,86.66909,0.0,-0.5865885,-1.2620013,-1.3656458,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,-0.20169482,-0.57167155,0.8244241,0.78600305,0.6928293,1.0438315
0.56004626,-0.24253513,-1.2973384,0.8445744,-0.98412603,1.018165,-1.3944231,-0.93604094,80.41143,0.0,-0.5865885,-1.2620013,-1.2209185,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,1.4672354,-0.4785563,-0.97512645,0.92277277,-1.3959851,-0.053716
-1.1151564,1.3458899,-0.7299857,-0.55199337,-0.98412603,1.018165,1.1875435,1.0683293,64.2121,0.0,-0.5865885,-1.2620013,-1.0761914,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,-0.2956859,0.018574448,-0.97512645,1.4006574,1.7318281,0.93419594
-0.6212088,0.0796824,0.5184567,-0.9011354,-0.98412603,1.018165,0.35894305,-0.93604094,74.16034,0.0,-0.5865885,-1.2620013,-0.93146414,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,-0.6897864,0.8044309,-0.97512645,1.0824441,0.42279914,-0.12191953
1.3731059,-1.5963416,1.3429877,0.14629054,1.0161301,1.018165,1.0680064,1.0683293,81.04958,0.0,-0.5865885,-1.2620013,-0.786737,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,-0.8538678,-0.2418104,0.9491944,0.907858,0.9043237,-1.091937
-1.4631051,0.67549455,-1.3991843,-1.2502773,1.0161301,-0.98215914,0.7701486,-0.93604094,70.308174,0.0,-0.5865885,-1.2620013,-0.6420098,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,0.8718647,2.4701753,1.2431847,-0.9715002,0.98313975,0.18047774
0.8759214,-1.2278165,-0.030403273,1.5428582,1.0161301,-0.98215914,-1.1996822,-0.93604094,82.28439,0.0,-0.5865885,-1.2620013,-0.49728262,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,0.14346746,-0.59609467,0.92031693,-0.9715002,-1.2238255,-0.89737886
-1.5371647,0.5578183,-1.6081547,0.49543247,-0.98412603,1.018165,-1.688559,-0.93604094,59.847393,0.0,-0.5865885,-1.2620013,-0.35255548,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,0.3526635,-0.5543932,-0.97512645,1.57366,-1.6594468,0.04403167
0.82272667,-0.2888386,1.3058996,-0.20285149,1.0161301,-0.98215914,-1.5959976,1.0683293,82.504036,0.0,-0.5865885,-1.2620013,-0.20782821,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,-0.77070475,-0.020428412,0.91527086,-0.9715002,-1.5892199,-0.01424943
0.8616278,-1.5268548,-1.1961594,1.5428582,1.0161301,-0.98215914,-0.7969606,1.0683293,82.78245,0.0,-0.5865885,-1.2620013,-0.06310107,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,1.4875801,-0.5933205,0.9089131,-0.9715002,-0.8580382,-1.1886017
-0.31842327,1.0217263,1.215055,0.8445744,-0.98412603,-0.98215914,0.6781412,1.0683293,74.67411,0.0,-0.5865885,-1.2620013,0.08162609,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,-1.0650492,-0.5196443,-0.97512645,-0.9715002,0.7320946,0.87778616
1.7393489,0.9331384,1.4712833,-1.5994192,1.0161301,-0.98215914,1.2257838,-0.93604094,86.88914,0.0,-0.5865885,-1.2620013,0.22635324,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,-0.67369634,-1.0544255,0.8198666,-0.9715002,0.86602974,1.4497501
-0.16246332,-0.36630294,0.5372568,0.8445744,1.0161301,-0.98215914,-1.5427071,1.0683293,78.54243,0.0,-0.5865885,-1.2620013,0.37108058,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,-0.48585725,-0.49194124,1.0106208,-0.9715002,-1.531531,-0.40300164
-1.0873976,0.38029793,1.5919228,-0.20285149,1.0161301,1.018165,0.5816959,1.0683293,77.228455,0.0,-0.5865885,-1.2620013,0.51580775,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,-1.1412361,-0.086545624,1.0444064,1.0008454,0.55655456,0.017435439
-0.51694477,0.81931144,0.05937414,0.8445744,1.0161301,-0.98215914,-0.78500706,1.0683293,73.73515,0.0,-0.5865885,-1.2620013,0.6605349,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,-0.39282277,-0.52636874,1.1400845,-0.9715002,-0.7408014,0.62037736
0.7639368,-0.26713344,-0.7058225,1.1937163,1.0161301,-0.98215914,0.21325877,1.0683293,91.84341,0.0,-0.5865885,-1.2620013,0.805262,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,1.4203976,-0.47890326,0.7230401,-0.9715002,-0.10871742,-0.012210127
-0.49645793,0.87569755,-0.028349549,-0.9011354,-0.98412603,-0.98215914,1.0670995,-0.93604094,73.35071,0.0,-0.5865885,-1.2620013,0.94998926,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,1.9692762,-0.57735026,-0.34665522,0.7841371,-0.97512645,-0.9715002,1.1781394,0.6809687
-1.5750133,-0.5257896,-1.3383847,1.1937163,-0.98412603,1.018165,0.61273897,1.0683293,66.202095,0.0,-0.5865885,-1.2620013,1.0947165,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,1.9692762,-0.57735026,0.48910573,-0.63958055,-0.97512645,1.3293517,0.97016567,-1.0068038
-0.6428785,-1.4454229,-1.0981154,0.49543247,-0.98412603,1.018165,0.05971235,1.0683293,77.851776,0.0,-0.5865885,-1.2620013,1.2394438,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,1.9692762,-0.57735026,1.0082693,-0.40396434,-0.97512645,0.98505384,0.030181909,-1.590812
1.7655233,0.68132234,0.057931695,-0.9011354,1.0161301,-0.98215914,0.11121003,-0.93604094,90.981476,0.0,-0.5865885,-1.2620013,1.3841709,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,1.9692762,-0.57735026,0.53553057,1.226059,0.739128,-0.9715002,-0.17853145,1.2167141
-0.7416784,-1.7660927,-1.170388,0.8445744,1.0161301,1.018165,-0.19930951,1.0683293,81.917076,0.0,-0.5865885,-1.2620013,1.5288981,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,1.9692762,-0.57735026,1.3895411,-0.4677736,0.92881614,0.8879559,-0.2960117,-1.9297471
-0.1283995,0.42818156,0.5758093,0.49543247,-0.98412603,1.018165,0.7398399,1.0683293,70.22462,0.0,-0.5865885,-1.2620013,1.6736251,1.5723302,-1.5173074,-0.39674604,-0.41015154,-0.41015154,2.4381232,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,-0.91881704,-0.4676902,-0.97512645,1.1975569,0.9536346,0.36946926
0.8360827,-1.0729939,-1.6479198,0.49543247,-0.98412603,1.018165,0.80560255,-0.93604094,88.73377,0.0,-0.5865885,-1.1512994,-1.6551001,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,2.70355,-0.3130439,-0.97512645,0.7451089,0.4534924,-0.7616828
1.5711057,0.4055412,-0.9226172,-0.9011354,-0.98412603,-0.98215914,-0.96892947,1.0683293,76.55502,0.0,-0.5865885,-1.1512994,-1.510373,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,0.7026612,0.86445457,-0.97512645,-0.9715002,-0.95872366,0.8902862
-1.1384509,0.01682181,0.051251408,-0.20285149,-0.98412603,-0.98215914,-0.6047771,-0.93604094,62.055054,0.0,-0.5865885,-1.1512994,-1.3656458,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,-1.0154873,-0.27670908,-0.97512645,-0.9715002,-0.33760482,-0.34729293
-1.0078932,0.22884113,1.4537091,0.49543247,-0.98412603,-0.98215914,-1.1188865,-0.93604094,62.001892,0.0,-0.5865885,-1.1512994,-1.2209185,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,-1.7215167,-0.5363921,-0.97512645,-0.9715002,-0.9649106,-0.10237322
-1.2898397,-1.3835406,1.2391512,1.5428582,1.0161301,1.018165,-0.18405743,1.0683293,80.452126,0.0,-0.5865885,-1.1512994,-1.0761914,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,1.7274443,-0.64531434,-0.50780076,-0.57735026,-0.82365453,-0.6063006,0.9634849,0.9218146,-0.25583366,-1.7380153
-1.0210845,-0.18280211,-0.6051598,0.14629054,-0.98412603,-0.98215914,-0.32694367,-0.93604094,64.71822,0.0,-0.5865885,-1.1512994,-0.93146414,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,-0.3747738,-0.40555108,-0.97512645,-0.9715002,-0.068829164,-0.50118774
1.7545313,1.3380941,1.2650433,1.1937163,1.0161301,-0.98215914,-1.1661643,1.0683293,91.87196,0.0,-0.5865885,-1.1512994,-0.786737,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,-0.338374,-0.47872433,0.7225123,-0.9715002,-1.2472606,1.84279
-0.8871908,-0.019613743,1.3971099,0.49543247,-0.98412603,1.018165,-1.6651274,-0.93604094,69.69226,0.0,-0.5865885,-1.1512994,-0.6420098,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,-1.3693335,-0.4721381,-0.97512645,1.2141258,-1.6415806,-0.30201218
-1.3689258,0.85856426,1.3763387,0.8445744,-0.98412603,-0.98215914,1.1296483,-0.93604094,63.850975,0.0,-0.5865885,-1.1512994,-0.49728262,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,-1.611039,-0.5971546,-0.97512645,-0.9715002,1.6825876,0.38603383
0.014521998,-0.2124474,-0.22730462,-1.2502773,-0.98412603,-0.98215914,-1.4823098,1.0683293,68.80528,0.0,-0.5865885,-1.1512994,-0.35255548,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,-0.4447484,2.3948343,-0.97512645,-0.9715002,-1.4392639,-0.19901723
-0.14841086,-0.9813791,0.6570226,-0.55199337,-0.98412603,-0.98215914,0.7091311,1.0683293,76.30131,0.0,-0.5865885,-1.1512994,-0.20782821,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,-0.6731294,0.22058822,-0.97512645,-0.9715002,0.7107271,-0.98813176
0.8333389,-1.3755255,-1.0838232,-0.9011354,-0.98412603,1.018165,0.28955317,-0.93604094,84.03868,0.0,-0.5865885,-1.1512994,-0.06310107,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,1.5496323,-0.50780076,-0.57735026,1.4144945,1.0520352,-0.97512645,0.84101284,0.109118596,-1.0525671
0.43288267,-0.543042,-1.6004729,-1.2502773,-0.98412603,-0.98215914,-0.040393025,-0.93604094,77.67379,0.0,-0.5865885,-1.1512994,0.08162609,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,1.7422308,2.8394191,-0.97512645,-0.9715002,-0.0635078,-0.3823782
0.43332958,-0.38888624,-1.3919129,0.8445744,-0.98412603,-0.98215914,-1.5533551,1.0683293,78.91225,0.0,-0.5865885,-1.1512994,0.22635324,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,1.500461,-0.48929277,-0.97512645,-0.9715002,-1.5426106,-0.23446085
-1.2274325,-0.23983361,0.16115111,1.5428582,-0.98412603,-0.98215914,0.64326066,1.0683293,64.04243,0.0,-0.5865885,-1.1512994,0.37108058,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,-0.97912633,-0.6977039,-0.97512645,-0.9715002,1.0967845,-0.6217292
0.14132605,0.76424634,-0.5178945,-1.5994192,-0.98412603,-0.98215914,1.4431354,-0.93604094,78.18728,0.0,-0.5865885,-1.1512994,0.51580775,-0.6359987,-1.5173074,-0.39674604,2.4381232,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.41015154,-0.57888985,-0.64531434,-0.50780076,1.7320508,0.36424994,-1.0544255,-0.97512645,-0.9715002,1.3638079,0.77772564
