consumo_energia,temperatura,consumo_medio_por_faixa_temp,hvac,hvac_eficiencia_media_dia,hvac_eficiencia_media_hora,hvac_eficiencia_media_temp,ocupacao,eficiencia_media_por_metro_quadrado_temp,consumo_energia_medio_hora,conforto_termico,consumo_medio_por_dia,kwh_medio_dia_por_pessoa,kwh_medio_hora_por_pessoa,umidade,iluminacao,iluminacao_eficiencia_media_dia,dia_semana_sabado,energia_renovavel,temperatura_umidade,temperatura_ocupacao,temperatura_hvac,temperatura_iluminacao,temperatura_energia_renovavel
82.27444,28.064814,82.163315,0,0.0,0.0,0.0,2,0.061248846,78.22316,32.258144,78.86947,39.434734,39.11158,36.451473,0,0.0,1,0.3522384,1023.0038,56.129627,0.0,0.0,9.885505
73.27867,23.422546,72.43486,1,0.012679177,0.0129859345,0.013805508,6,0.045147117,77.00639,26.974945,78.86947,13.144912,12.834399,30.527342,1,0.012679177,1,19.529549,715.0281,140.53528,23.422546,23.422546,457.43176
84.144775,25.38889,82.163315,1,0.012679177,0.012940462,0.012170882,1,0.06601484,77.27699,36.494953,78.86947,78.86947,77.27699,47.601017,0,0.0,1,21.797443,1208.537,25.38889,25.38889,0.0,553.4129
60.02252,20.058739,72.43486,0,0.0,0.0,0.0,2,0.04010673,76.3327,30.96019,78.86947,39.434734,38.16635,41.86164,0,0.0,1,6.384949,839.6917,40.117477,0.0,0.0,128.07402
81.18319,26.731525,82.163315,0,0.0,0.0,0.0,6,0.057871718,76.2337,32.014698,78.86947,13.144912,12.705617,37.29787,0,0.0,1,12.0742235,997.029,160.38916,0.0,0.0,322.76242
74.08125,22.100243,72.43486,0,0.0,0.0,0.0,8,0.063272595,77.61918,39.09971,78.86947,9.858684,9.702397,56.09918,1,0.012679177,1,10.90077,1239.8054,176.80194,0.0,22.100243,240.90967
89.49821,29.325577,82.163315,1,0.012679177,0.013109584,0.012170882,0,0.050691128,76.28007,43.139877,78.86947,0.0,0.0,56.954174,1,0.012679177,1,15.4539995,1670.214,0.0,29.325577,29.325577,453.19745
72.872444,23.742447,72.43486,1,0.012679177,0.012779063,0.013805508,1,0.05124159,78.253,32.99415,78.86947,78.86947,78.253,42.245846,0,0.0,1,3.9406784,1003.0198,23.742447,23.742447,0.0,93.56135
83.899895,27.524189,82.163315,1,0.012679177,0.013300267,0.012170882,9,0.04484408,75.18646,37.34831,78.86947,8.763274,8.354052,47.17243,0,0.0,1,19.68896,1298.3828,247.7177,27.524189,0.0,541.9226
82.077576,27.63139,82.163315,1,0.012679177,0.012720334,0.012170882,4,0.065649055,78.61429,31.885841,78.86947,19.717367,19.653572,36.140293,1,0.012679177,1,8.848083,998.6065,110.52556,27.63139,27.63139,244.48482
94.23629,28.704994,82.163315,1,0.012679177,0.0128413895,0.012170882,9,0.06783283,77.87319,44.318443,78.86947,8.763274,8.652576,59.931896,1,0.012679177,1,11.703978,1720.3447,258.34494,28.704994,28.704994,335.96262
59.67238,21.101112,72.43486,0,0.0,0.0,0.0,3,0.04319041,76.38668,25.75956,78.86947,26.289824,25.462227,30.418007,0,0.0,1,14.517203,641.85376,63.303337,0.0,0.0,306.32913
70.23523,23.00092,72.43486,0,0.0,0.0,0.0,1,0.05897056,79.14937,33.31965,78.86947,78.86947,79.14937,43.638382,0,0.0,1,4.3028445,1003.7229,23.00092,0.0,0.0,98.96938
78.39421,24.749058,72.43486,1,0.012679177,0.013084531,0.013805508,6,0.05777646,76.426125,40.982956,78.86947,13.144912,12.737687,57.21685,1,0.012679177,1,0.66033757,1416.0631,148.49435,24.749058,24.749058,16.342733
87.841644,26.729366,82.163315,1,0.0130070485,0.012822731,0.012170882,8,0.05356541,77.9865,36.461727,76.88139,9.610174,9.748313,46.194088,0,0.0,0,18.581034,1234.7386,213.83493,26.729366,0.0,496.65927
72.92985,22.575924,72.43486,0,0.0,0.0,0.0,8,0.0696351,79.2671,40.16275,76.88139,9.610174,9.908387,57.749573,1,0.0130070485,0,8.906945,1303.75,180.60739,0.0,22.575924,201.08252
86.66909,27.011513,82.163315,1,0.0130070485,0.013236982,0.012170882,9,0.0482957,75.54592,39.824543,76.88139,8.542377,8.393991,52.637573,1,0.0130070485,0,24.051355,1421.8204,243.1036,27.011513,27.011513,649.6635
80.41143,26.57,82.163315,0,0.0,0.0,0.0,7,0.07296513,76.23531,34.950157,76.88139,10.983056,10.890759,43.33031,1,0.0130070485,0,2.9434035,1151.2864,185.98999,0.0,26.57,78.20623
64.2121,21.820078,72.43486,0,0.0,0.0,0.0,3,0.05616777,77.11702,39.33763,76.88139,25.62713,25.705673,56.855186,1,0.0130070485,0,25.513775,1240.5846,65.460236,0.0,21.820078,556.7126
74.16034,23.22063,72.43486,0,0.0,0.0,0.0,2,0.043912947,76.34572,34.647255,76.88139,38.440697,38.17286,46.07388,1,0.0130070485,0,18.270529,1069.8645,46.44126,0.0,23.22063,424.2532
81.04958,28.875374,82.163315,1,0.0130070485,0.012831094,0.012170882,5,0.04353711,77.93568,30.339252,76.88139,15.376279,15.587135,31.803131,1,0.0130070485,0,24.468836,918.3273,144.37686,28.875374,28.875374,706.54675
70.308174,20.833492,72.43486,1,0.0130070485,0.013104677,0.013805508,1,0.06604783,76.30863,35.99025,76.88139,76.88139,76.30863,51.147007,0,0.0,0,21.8651,1065.5708,20.833492,20.833492,0.0,455.5264
82.28439,27.465641,82.163315,1,0.0130070485,0.01292318,0.012170882,9,0.05509554,77.38033,31.203316,76.88139,8.542377,8.597815,34.94099,0,0.0,0,4.6457386,959.6767,247.19077,27.465641,0.0,127.59819
59.847393,20.6235,72.43486,0,0.0,0.0,0.0,6,0.06988663,74.39843,35.38427,76.88139,12.813565,12.399738,50.145035,1,0.0130070485,0,0.37220126,1034.1661,123.741005,0.0,20.6235,7.676093
82.504036,27.314812,82.163315,1,0.0130070485,0.012783938,0.012170882,4,0.043785166,78.22316,35.125435,76.88139,19.220348,19.55579,42.936054,0,0.0,0,1.1813312,1172.7903,109.25925,27.314812,0.0,32.267838
82.78245,27.425114,82.163315,1,0.0130070485,0.0129859345,0.012170882,9,0.0711229,77.00639,29.90995,76.88139,8.542377,8.556266,32.394787,0,0.0,0,8.166147,888.4307,246.82602,27.425114,0.0,223.95752
74.67411,24.079159,72.43486,0,0.0,0.0,0.0,7,0.039147165,77.27699,39.087105,76.88139,10.983056,11.039571,54.095047,0,0.0,0,21.060814,1302.5632,168.55411,0.0,0.0,507.12668
86.88914,29.91383,82.163315,1,0.0130070485,0.013100545,0.012170882,0,0.042700294,76.3327,41.62729,76.88139,0.0,0.0,53.34075,0,0.0,0,25.848055,1595.6262,0.0,29.91383,0.0,773.2143
78.54243,24.521374,72.43486,1,0.0130070485,0.013117557,0.013805508,7,0.04376914,76.2337,33.398926,76.88139,10.983056,10.890529,42.276474,0,0.0,0,1.6471723,1036.6772,171.64961,24.521374,0.0,40.39093
77.228455,21.898785,72.43486,1,0.0130070485,0.012883414,0.013805508,4,0.036976114,77.61918,35.26615,76.88139,19.220348,19.404795,48.633514,1,0.0130070485,0,20.217733,1065.0149,87.59514,21.898785,21.898785,442.74377
73.73515,23.516264,72.43486,1,0.0130070485,0.013109584,0.013805508,7,0.047743447,76.28007,37.943913,76.88139,10.983056,10.897153,52.37156,0,0.0,0,8.270639,1231.5834,164.61385,23.516264,0.0,194.49454
91.84341,27.148117,82.163315,1,0.0130070485,0.012779063,0.012170882,8,0.06336917,78.253,35.13449,76.88139,9.610174,9.781625,43.120865,0,0.0,0,16.997025,1170.6503,217.18494,27.148117,0.0,461.43723
73.35071,23.574354,72.43486,0,0.0,0.0,0.0,2,0.04855274,75.18646,38.21301,76.88139,38.440697,37.59323,52.851665,0,0.0,0,24.460909,1245.9438,47.14871,0.0,0.0,576.65015
66.202095,20.516186,72.43486,0,0.0,0.0,0.0,8,0.065008886,78.61429,30.717342,76.88139,9.610174,9.826786,40.9185,1,0.0130070485,0,20.489098,839.4915,164.12949,0.0,20.516186,420.35812
77.851776,23.15919,72.43486,0,0.0,0.0,0.0,6,0.061204266,77.87319,28.123669,76.88139,12.813565,12.978866,33.08815,1,0.0130070485,0,15.654792,766.29474,138.95514,0.0,23.15919,362.55228
90.981476,29.988047,82.163315,1,0.0130070485,0.013091288,0.012170882,2,0.05417054,76.38668,40.59234,76.88139,38.440697,38.19334,51.19663,0,0.0,0,16.10496,1535.2869,59.976093,29.988047,0.0,482.95627
81.917076,22.87905,72.43486,1,0.0130070485,0.01263434,0.013805508,7,0.06230102,79.14937,26.618404,76.88139,10.983056,11.307053,30.357761,1,0.0130070485,0,13.390539,694.5567,160.15335,22.87905,22.87905,306.3628
70.22462,24.617958,72.43486,0,0.0,0.0,0.0,6,0.043477166,76.426125,36.82959,76.88139,12.813565,12.737687,49.041225,1,0.0130070485,0,21.600155,1207.2948,147.70775,0.0,24.617958,531.7517
88.73377,27.35268,82.163315,0,0.0,0.0,0.0,6,0.08015941,77.9865,31.805965,76.06431,12.677384,12.99775,36.25925,1,0.01314677,0,22.175022,991.78766,164.11609,0.0,27.35268,606.54626
76.55502,29.436789,82.163315,0,0.0,0.0,0.0,2,0.066578306,79.2671,39.14262,76.06431,38.032154,39.63355,48.84845,0,0.0,0,6.6628747,1437.9415,58.873577,0.0,0.0,196.13364
62.055054,21.754026,72.43486,0,0.0,0.0,0.0,4,0.04781725,75.54592,33.646336,76.06431,19.016077,18.88648,45.538643,0,0.0,0,9.8461275,990.64886,87.016106,0.0,0.0,214.19292
62.001892,22.124214,72.43486,0,0.0,0.0,0.0,6,0.03774379,76.23531,34.734062,76.06431,12.677384,12.705886,47.343914,0,0.0,0,5.352019,1047.4469,132.74529,0.0,0.0,118.40921
80.452126,21.324776,72.43486,1,0.01314677,0.012967306,0.013805508,9,0.039000753,77.11702,27.469915,76.06431,8.45159,8.568558,33.615055,1,0.01314677,0,13.523867,716.8335,191.92297,21.324776,21.324776,288.39343
64.71822,22.086811,72.43486,0,0.0,0.0,0.0,5,0.054643065,76.34572,32.962864,76.06431,15.212862,15.269144,43.838917,0,0.0,0,12.27482,968.2619,110.43405,0.0,0.0,271.11163
91.87196,29.956879,82.163315,1,0.01314677,0.012831094,0.012170882,8,0.044061717,77.93568,43.37284,76.06431,9.5080385,9.74196,56.788807,0,0.0,0,4.938738,1701.2155,239.65503,29.956879,0.0,147.94917
69.69226,22.466457,72.43486,0,0.0,0.0,0.0,6,0.038067434,76.30863,33.847435,76.06431,12.677384,12.718105,45.22841,1,0.01314677,0,0.5770304,1016.12213,134.79874,0.0,22.466457,12.963829
63.850975,21.100533,72.43486,0,0.0,0.0,0.0,7,0.038187604,77.38033,36.903156,76.06431,10.86633,11.054334,52.70578,0,0.0,0,25.007683,1112.12,147.70374,0.0,0.0,527.6754
68.80528,25.023203,82.163315,0,0.0,0.0,0.0,1,0.05727557,74.39843,34.30485,76.06431,76.06431,74.39843,43.5865,0,0.0,0,2.1751378,1090.6738,25.023203,0.0,0.0,54.428913
76.30131,24.561218,72.43486,0,0.0,0.0,0.0,3,0.04287468,78.22316,30.800268,76.06431,25.354769,26.074387,37.039318,0,0.0,0,21.331713,909.7308,73.683655,0.0,0.0,523.93286
84.03868,27.344902,82.163315,0,0.0,0.0,0.0,2,0.06918353,77.00639,30.514101,76.06431,38.032154,38.503197,33.6833,1,0.01314677,0,17.663954,921.0665,54.689804,0.0,27.344902,483.01907
77.67379,26.209435,82.163315,0,0.0,0.0,0.0,1,0.079103835,77.27699,33.490517,76.06431,76.06431,77.27699,40.771603,0,0.0,0,14.779715,1068.6007,26.209435,0.0,0.0,387.36795
78.91225,26.210703,82.163315,0,0.0,0.0,0.0,7,0.07477554,76.3327,34.14744,76.06431,10.86633,10.904672,42.084183,0,0.0,0,1.5540918,1103.056,183.47491,0.0,0.0,40.733837
64.04243,21.501726,72.43486,0,0.0,0.0,0.0,9,0.04683768,76.2337,32.42752,76.06431,8.45159,8.470411,43.353313,0,0.0,0,20.755903,932.1711,193.51553,0.0,0.0,446.28775
78.18728,25.382746,82.163315,0,0.0,0.0,0.0,0,0.060827624,77.61918,38.642723,76.06431,0.0,0.0,51.9027,0,0.0,0,27.748043,1317.433,0.0,0.0,0.0,704.32153
63.39385,21.203472,72.43486,0,0.0,0.0,0.0,7,0.04735366,76.28007,35.40692,76.06431,10.86633,10.897153,49.61037,1,0.01314677,0,17.187332,1051.9121,148.4243,0.0,21.203472,364.43112
76.10618,21.530254,72.43486,1,0.01314677,0.012779063,0.013805508,8,0.04362139,78.253,31.77357,76.06431,9.5080385,9.781625,42.016884,0,0.0,0,7.675987,904.6342,172.24203,21.530254,0.0,165.26595
60.144238,24.501785,72.43486,0,0.0,0.0,0.0,9,0.044394042,75.18646,36.54255,76.06431,8.45159,8.354052,48.58331,0,0.0,0,24.696388,1190.3778,220.51607,0.0,0.0,605.1056
80.19264,24.290724,72.43486,1,0.01314677,0.012720334,0.013805508,6,0.039209176,78.61429,30.639229,76.06431,12.677384,13.102382,36.987736,0,0.0,0,10.955155,898.45886,145.74434,24.290724,0.0,266.10864
86.22365,27.33662,82.163315,1,0.01314677,0.0128413895,0.012170882,7,0.0718773,77.87319,39.10665,76.06431,10.86633,11.124742,50.87668,1,0.01314677,0,27.622484,1390.7964,191.35634,27.33662,27.33662,755.10535
53.26328,20.735716,72.43486,0,0.0,0.0,0.0,4,0.03944088,76.38668,34.621178,76.06431,19.016077,19.09667,48.506638,1,0.01314677,0,9.295439,1005.8198,82.94286,0.0,20.735716,192.74757
64.96318,22.787859,72.43486,0,0.0,0.0,0.0,6,0.06387539,79.14937,33.369453,76.06431,12.677384,13.191562,43.95105,0,0.0,0,20.362583,1001.55035,136.72716,0.0,0.0,464.01968
66.43892,21.652937,72.43486,0,0.0,0.0,0.0,8,0.06350584,76.426125,38.894993,76.06431,9.5080385,9.553266,56.137047,1,0.01314677,0,19.512861,1215.532,173.2235,0.0,21.652937,422.51074
75.91391,25.080881,82.163315,0,0.0,0.0,0.0,8,0.04329621,77.9865,42.37621,77.38481,9.673101,9.748313,59.671535,0,0.0,0,14.3918,1496.6147,200.64705,0.0,0.0,360.959
84.19147,25.792511,82.163315,1,0.012922432,0.0126155745,0.012170882,7,0.044416696,79.2671,29.842363,77.38481,11.054973,11.323871,33.892216,0,0.0,0,25.875969,874.16534,180.54758,25.792511,0.0,667.4062
75.25176,26.38608,82.163315,1,0.012922432,0.013236982,0.012170882,5,0.04437428,75.54592,34.840927,77.38481,15.476962,15.109184,43.295776,0,0.0,0,17.471964,1142.4058,131.9304,26.38608,0.0,461.01663
75.01447,22.140257,72.43486,0,0.0,0.0,0.0,7,0.06983646,76.23531,35.782566,77.38481,11.054973,10.890759,49.424877,1,0.012922432,0,3.3299077,1094.2794,154.9818,0.0,22.140257,73.72501
69.365746,24.175777,72.43486,0,0.0,0.0,0.0,6,0.060431615,77.11702,32.987965,77.38481,12.897469,12.852837,41.80015,0,0.0,0,18.470625,1010.55115,145.05466,0.0,0.0,446.54172
78.04604,24.668142,72.43486,0,0.0,0.0,0.0,0,0.055256885,76.34572,33.904526,77.38481,0.0,0.0,43.14091,1,0.012922432,0,22.936054,1064.2062,0.0,0.0,24.668142,565.78986
67.48479,20.830692,72.43486,0,0.0,0.0,0.0,7,0.040875483,77.93568,36.510437,77.38481,11.054973,11.133668,52.190178,0,0.0,0,21.711195,1087.1576,145.81485,0.0,0.0,452.25922
78.25429,25.702728,82.163315,1,0.012922432,0.013104677,0.012170882,8,0.07822711,76.30863,39.50969,77.38481,9.673101,9.538579,53.316654,0,0.0,0,26.817108,1370.3834,205.62183,25.702728,0.0,689.2728
74.84338,22.285175,72.43486,1,0.012922432,0.01292318,0.013805508,4,0.04288901,77.38033,31.472544,77.38481,19.346203,19.345083,40.659912,1,0.012922432,0,19.455961,906.1133,89.1407,22.285175,22.285175,433.5795
64.641914,20.357298,72.43486,1,0.012922432,0.013441144,0.013805508,8,0.06297122,74.39843,36.656982,77.38481,9.673101,9.299804,52.95667,0,0.0,0,21.068312,1078.0547,162.85838,20.357298,0.0,428.8939
89.08843,29.645292,82.163315,1,0.012922432,0.012783938,0.012170882,7,0.057959724,78.22316,36.07945,77.38481,11.054973,11.174737,42.513607,1,0.012922432,0,7.7563133,1260.3282,207.51704,29.645292,29.645292,229.93817
73.15433,20.7466,72.43486,1,0.012922432,0.0129859345,0.013805508,0,0.037980333,77.00639,30.054832,77.38481,0.0,0.0,39.363068,1,0.012922432,0,11.895548,816.6498,0.0,20.7466,20.7466,246.79216
72.117096,27.304802,82.163315,0,0.0,0.0,0.0,7,0.060934942,77.27699,37.950333,77.38481,11.054973,11.039571,48.595867,1,0.012922432,0,2.0506823,1326.9005,191.1336,0.0,27.304802,55.993473
76.721565,25.026299,82.163315,1,0.012922432,0.013100545,0.012170882,7,0.048003543,76.3327,36.560867,77.38481,11.054973,10.904672,48.09544,1,0.012922432,0,0.06282656,1203.6509,175.18408,25.026299,25.026299,1.5723162
65.97246,20.926107,72.43486,0,0.0,0.0,0.0,7,0.04472524,76.2337,33.555725,77.38481,11.054973,10.890529,46.185345,1,0.012922432,0,16.788692,966.4795,146.48276,0.0,20.926107,351.322
61.53671,25.239494,82.163315,0,0.0,0.0,0.0,3,0.051293943,77.61918,34.158928,77.38481,25.794937,25.87306,43.078365,0,0.0,0,0.1949426,1087.2761,75.71848,0.0,0.0,4.9202523
77.384476,24.34218,72.43486,0,0.0,0.0,0.0,8,0.06569426,76.28007,35.87407,77.38481,9.673101,9.535008,47.405956,0,0.0,0,1.3163304,1153.9644,194.73744,0.0,0.0,32.04235
76.07662,25.480164,82.163315,1,0.012922432,0.012779063,0.012170882,7,0.058343068,78.253,40.400772,77.38481,11.054973,11.179,55.321384,0,0.0,0,23.134024,1409.5979,178.36115,25.480164,0.0,589.4587
74.867874,29.350069,82.163315,0,0.0,0.0,0.0,1,0.07862244,75.18646,30.117725,77.38481,77.38481,75.18646,30.88538,0,0.0,0,27.416817,906.48804,29.350069,0.0,0.0,804.6855
86.28935,29.950502,82.163315,0,0.0,0.0,0.0,4,0.048913337,78.61429,36.18788,77.38481,19.346203,19.653572,42.42526,1,0.012922432,0,13.953181,1270.6578,119.80201,0.0,29.950502,417.9048
83.87526,26.62318,82.163315,0,0.0,0.0,0.0,6,0.060358956,77.87319,32.176186,77.38481,12.897469,12.978866,37.72919,0,0.0,0,27.204342,1004.47107,159.73907,0.0,0.0,724.2661
83.458046,23.541304,72.43486,0,0.0,0.0,0.0,8,0.04230312,76.38668,29.038105,77.38481,9.673101,9.548335,34.534904,0,0.0,0,29.273697,812.99664,188.33043,0.0,0.0,689.141
81.996826,24.391571,72.43486,1,0.012922432,0.01263434,0.013805508,8,0.0365319,79.14937,38.712868,77.38481,9.673101,9.893671,53.03416,1,0.012922432,0,20.48767,1293.5865,195.13257,24.391571,24.391571,499.72647
86.64692,27.75516,82.163315,1,0.012922432,0.013084531,0.012170882,8,0.0606199,76.426125,33.801632,77.38481,9.673101,9.553266,39.848106,0,0.0,0,6.843563,1105.9906,222.04128,27.75516,0.0,189.94418
75.98238,26.286905,82.163315,1,0.0131059475,0.012822731,0.012170882,3,0.05935261,77.9865,33.49683,76.30124,25.433746,25.9955,40.706757,1,0.0131059475,0,9.713537,1070.0547,78.86072,26.286905,26.286905,255.33884
70.71436,20.97991,72.43486,0,0.0,0.0,0.0,9,0.061412215,79.2671,39.547768,76.30124,8.477916,8.807455,58.115627,0,0.0,0,8.577366,1219.2606,188.81918,0.0,0.0,179.95236
81.74553,26.515862,82.163315,0,0.0,0.0,0.0,8,0.059123132,75.54592,42.586266,76.30124,9.537655,9.44324,58.656666,0,0.0,0,25.9344,1555.332,212.12689,0.0,0.0,687.673
85.182556,29.68616,82.163315,1,0.0131059475,0.013117281,0.012170882,5,0.05788342,76.23531,31.84288,76.30124,15.260248,15.247063,33.999603,1,0.0131059475,0,11.944144,1009.3176,148.4308,29.68616,29.68616,354.57578
75.290405,22.36952,72.43486,1,0.0131059475,0.012967306,0.013805508,9,0.06206407,77.11702,38.37829,76.30124,8.477916,8.568558,54.38706,0,0.0,0,25.046347,1216.6124,201.32568,22.36952,0.0,560.2748
85.18198,23.927237,72.43486,1,0.0131059475,0.013098312,0.013805508,9,0.060706332,76.34572,38.8015,76.30124,8.477916,8.482858,53.67576,1,0.0131059475,0,6.5172243,1284.3126,215.34512,23.927237,23.927237,155.93916
72.76704,20.826653,72.43486,1,0.0131059475,0.012831094,0.013805508,9,0.046033893,77.93568,30.013134,76.30124,8.477916,8.659519,39.199615,1,0.0131059475,0,27.637785,816.3968,187.43988,20.826653,20.826653,575.60254
81.81978,28.235508,82.163315,0,0.0,0.0,0.0,5,0.057876106,76.30863,41.46799,76.30124,15.260248,15.261726,54.700474,1,0.0131059475,0,21.388872,1544.4956,141.17754,0.0,28.235508,603.92566
78.64588,22.894962,72.43486,1,0.0131059475,0.01292318,0.013805508,6,0.053086404,77.38033,38.50504,76.30124,12.716873,12.896722,54.115116,1,0.0131059475,0,10.789184,1238.9635,137.36978,22.894962,22.894962,247.01796
66.951614,21.63998,72.43486,0,0.0,0.0,0.0,0,0.05757496,74.39843,40.525604,76.30124,0.0,0.0,59.411232,1,0.0131059475,0,29.857723,1285.6578,0.0,0.0,21.63998,646.12054
71.17906,21.63135,72.43486,0,0.0,0.0,0.0,4,0.03835167,78.22316,36.053715,76.30124,19.07531,19.55579,50.47608,0,0.0,0,5.6729875,1091.8657,86.5254,0.0,0.0,122.71438
63.86191,22.779636,72.43486,0,0.0,0.0,0.0,1,0.05906691,77.00639,40.67991,76.30124,76.30124,77.00639,58.580185,0,0.0,0,25.210073,1334.4353,22.779636,0.0,0.0,574.2763
61.130943,20.070625,72.43486,1,0.0131059475,0.012940462,0.013805508,5,0.049685597,77.27699,37.03961,76.30124,15.260248,15.455399,54.008595,1,0.0131059475,0,4.6818213,1083.9862,100.35313,20.070625,20.070625,93.96708
79.72429,27.487556,82.163315,0,0.0,0.0,0.0,2,0.072708465,76.3327,33.00103,76.30124,38.15062,38.16635,38.514507,1,0.0131059475,0,8.811531,1058.6697,54.975113,0.0,27.487556,242.20746
81.89399,28.538149,82.163315,0,0.0,0.0,0.0,4,0.054335855,76.2337,39.252,76.30124,19.07531,19.058426,49.96585,1,0.0131059475,0,9.808762,1425.9329,114.152596,0.0,28.538149,279.9239
85.360405,29.257025,82.163315,0,0.0,0.0,0.0,1,0.06349688,77.61918,33.720646,76.30124,76.30124,77.61918,38.184265,1,0.0131059475,0,21.162985,1117.158,29.257025,0.0,29.257025,619.16595
77.77647,23.02145,72.43486,1,0.0131059475,0.013109584,0.013805508,8,0.044968437,76.28007,35.44867,76.30124,9.537655,9.535008,47.875893,0,0.0,0,28.053867,1102.1725,184.1716,23.02145,0.0,645.8407
87.748,24.741304,72.43486,1,0.0131059475,0.012779063,0.013805508,2,0.03818509,78.253,31.381374,76.30124,38.15062,39.1265,38.021446,1,0.0131059475,0,23.232882,940.7002,49.48261,24.741304,24.741304,574.81177
72.39601,27.403154,82.163315,0,0.0,0.0,0.0,5,0.06640287,75.18646,30.217377,76.30124,15.260248,15.0372925,33.0316,0,0.0,0,14.199557,905.17004,137.01578,0.0,0.0,389.11267
69.569016,26.506372,82.163315,0,0.0,0.0,0.0,3,0.06318101,78.61429,41.337,76.30124,25.433746,26.204763,56.16763,0,0.0,0,12.832199,1488.8,79.51912,0.0,0.0,340.13504
73.25221,22.676178,72.43486,0,0.0,0.0,0.0,6,0.06976597,77.87319,34.968563,76.30124,12.716873,12.978866,47.26095,0,0.0,0,20.966305,1071.6976,136.05707,0.0,0.0,475.43567
75.8144,23.892714,72.43486,0,0.0,0.0,0.0,9,0.038377367,76.38668,36.643898,76.30124,8.477916,8.487409,49.39508,0,0.0,0,3.0707092,1180.1825,215.03442,0.0,0.0,73.36758
86.53487,29.052408,82.163315,0,0.0,0.0,0.0,8,0.06724519,79.14937,34.068542,76.30124,9.537655,9.893671,39.08468,0,0.0,0,7.3740005,1135.504,232.41927,0.0,0.0,214.23247
81.19094,27.308422,82.163315,0,0.0,0.0,0.0,8,0.066281036,76.426125,42.937927,76.30124,9.537655,9.553266,58.567436,1,0.0131059475,0,22.210966,1599.3843,218.46738,0.0,27.308422,606.54645
76.936455,20.76246,72.43486,1,0.013135894,0.012822731,0.013805508,4,0.041724794,77.9865,25.633038,76.12729,19.031822,19.496626,30.503616,0,0.0,0,8.830312,633.33014,83.04984,20.76246,0.0,183.339
64.59534,22.062782,72.43486,0,0.0,0.0,0.0,1,0.060143266,79.2671,39.815773,76.12729,76.12729,79.2671,57.568768,0,0.0,0,5.3643193,1270.1272,22.062782,0.0,0.0,118.35181
81.10902,28.883184,82.163315,0,0.0,0.0,0.0,9,0.051350422,75.54592,34.260925,76.12729,8.458588,8.393991,39.638668,1,0.013135894,0,5.8711643,1144.891,259.94867,0.0,28.883184,169.57793
70.257744,24.12705,72.43486,1,0.013135894,0.013117281,0.013805508,3,0.06096676,76.23531,36.045544,76.12729,25.375763,25.411772,47.964035,1,0.013135894,0,27.944935,1157.2307,72.38115,24.12705,24.12705,674.2289
